id,category,subCategory,detailCategory,tags
448,구명·조난·소방,구명설비,구명설비,구명조끼
449,법규·행정,운항규칙,운항규칙,수상레저안전법|정지
450,구명·조난·소방,구명설비,구명설비,구명조끼|구명부환
451,법규·행정,벌칙·행정처분,벌칙·행정처분,과태료|과징금|수상레저안전법
452,법규·행정,사업·영업,사업·영업,수상레저사업|영업구역|영업|등록기준|인명구조용 장비|면허
453,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|등록기준|인명구조용 장비|등록|정원
454,기관 및 정비,기관기초,기관기초,기관
455,선박 조종술 및 운용,요트의장,요트의장,세일
456,법규·행정,운항규칙,운항규칙,수상레저안전법|적용 배제
457,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저사업|사업장|수상레저안전법
458,법규·행정,면허·교육,면허·교육,결격|등록|수상레저사업|수상레저안전법
459,법규·행정,등록·검사,등록·검사,등록|안전검사|정기검사|수상레저사업|수상레저안전법
460,법규·행정,운항규칙,운항규칙,기상특보|활동신고
461,법규·행정,면허·교육,면허·교육,결격|등록|수상레저사업|수상레저안전법|취소
462,법규·행정,면허·교육,면허·교육,면허|조종면허
463,법규·행정,면허·교육,면허·교육,면허|시험대행|비상구조선|정원
464,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
465,법규·행정,면허·교육,면허·교육,면허|실기시험|발급|등록|수상레저사업|수상레저안전법
466,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저사업|수상레저안전법|취소|정지
467,기관 및 정비,기관기초,기관기초,엔진
468,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|취소
469,법규·행정,면허·교육,면허·교육,면허|조종면허|갱신|수상레저안전법
470,법규·행정,등록·검사,등록·검사,등록|안전검사
471,법규·행정,사업·영업,사업·영업,영업|수상레저안전법
472,법규·행정,면허·교육,면허·교육,면허|조종면허|필기시험|실기시험|수상레저안전법
473,법규·행정,등록·검사,등록·검사,등록|수상레저사업|수상레저안전법
474,법규·행정,등록·검사,등록·검사,등록|등록번호판|말소
475,법규·행정,사업·영업,사업·영업,수상레저사업|영업|등록|수상레저안전법|취소
476,법규·행정,사업·영업,사업·영업,수상레저사업|영업구역|영업|등록|수상레저안전법
477,법규·행정,등록·검사,등록·검사,등록
478,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저사업|사업자|수상레저안전법
479,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|등록기준|등록|정원|수상레저안전법
480,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
481,법규·행정,면허·교육,면허·교육,면허|수상레저안전법
482,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|영업구역|영업|등록기준|등록
483,법규·행정,운항규칙,운항규칙,야간|수상레저안전법|야간 수상레저활동
484,법규·행정,면허·교육,면허·교육,면허|조종면허|발급|수상레저안전법
485,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|등록기준|면허|조종면허|등록
486,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법
487,법규·행정,등록·검사,등록·검사,등록|안전검사|정기검사|수상레저사업|영업구역|영업
488,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저사업|사업장|수상레저안전법
489,구명·조난·소방,소방,소방,소방
490,구명·조난·소방,소방,소방,소방
491,법규·행정,등록·검사,등록·검사,등록|안전검사
492,법규·행정,운항규칙,운항규칙,주취|수상레저안전법|시험대행
493,법규·행정,사업·영업,사업·영업,수상레저사업|영업구역|영업|등록|수상레저안전법
494,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|등록기준|등록|정원|수상레저안전법
495,법규·행정,운항규칙,운항규칙,운항규칙|수상레저안전법|방파제
496,법규·행정,운항규칙,운항규칙,운항규칙|수상레저안전법|안전검사
497,법규·행정,등록·검사,등록·검사,등록|과태료
498,응급처치·인명구조,CPR·AED,CPR·AED,자동심장충격기
499,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험
500,법규·행정,운항규칙,운항규칙,수상레저안전법|과태료
501,구명·조난·소방,소방,소방,소방
502,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험
503,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험
504,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|주취|수상레저안전법|취소
505,법규·행정,운항규칙,운항규칙,야간|수상레저안전법|야간 수상레저활동
506,법규·행정,운항규칙,운항규칙,운항규칙|수상레저안전법
507,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|영업구역|영업|등록기준|등록
508,구명·조난·소방,소방,소방,소방
509,법규·행정,등록·검사,등록·검사,등록|시험운항|시험운항허가|운항구역
510,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|수상레저안전법
511,법규·행정,운항규칙,운항규칙,수상레저안전법|정지
512,법규·행정,면허·교육,면허·교육,면허|조종면허|수상레저안전법|취소|정지
513,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|수상레저안전법
514,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|인명구조용 장비|수상레저안전법|통신장비
515,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업구역|영업|수상레저안전법|오염
516,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|등록|수상레저안전법
517,법규·행정,운항규칙,운항규칙,수상레저안전법
518,법규·행정,등록·검사,등록·검사,등록|변경등록|안전검사|면허|조종면허
519,구명·조난·소방,소방,소방,소방
520,법규·행정,사업·영업,사업·영업,수상레저사업|사업장|영업구역|영업|비상구조선|인명구조용 장비
521,법규·행정,운항규칙,운항규칙,운항규칙|수상레저안전법|면허
522,법규·행정,면허·교육,면허·교육,시험대행|수상레저안전법
523,법규·행정,벌칙·행정처분,벌칙·행정처분,과태료|처분|수상레저안전법
524,법규·행정,면허·교육,면허·교육,면허|조종면허|취소|정지
525,법규·행정,등록·검사,등록·검사,신규검사|시험운항|시험운항허가|운항구역
526,법규·행정,등록·검사,등록·검사,안전검사|검사필증|수상레저사업|사업자
527,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업구역|영업|정원
528,법규·행정,등록·검사,등록·검사,등록|등록신청서
529,법규·행정,등록·검사,등록·검사,등록|변경등록|수상레저사업|사업자|벌금|징역
530,법규·행정,벌칙·행정처분,벌칙·행정처분,벌금|징역|벌칙|등록|수상레저사업|사업자
531,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|주취|수상레저안전법|취소
532,법규·행정,벌칙·행정처분,벌칙·행정처분,벌금|징역|벌칙|취소|정지|등록
533,법규·행정,등록·검사,등록·검사,등록|등록번호판|안전검사|위치발신장치|과태료
534,법규·행정,벌칙·행정처분,벌칙·행정처분,과태료|정지|면허
535,법규·행정,면허·교육,면허·교육,면허|조종면허|결격|수상레저안전법|과태료|벌금
536,법규·행정,면허·교육,면허·교육,면허|실기시험|비상구조선
537,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|등록기준|면허|조종면허|등록
538,법규·행정,운항규칙,운항규칙,수상레저안전법|과태료
539,법규·행정,등록·검사,등록·검사,등록|직권으로 경정
540,법규·행정,등록·검사,등록·검사,등록|말소|수상레저안전법
541,법규·행정,등록·검사,등록·검사,안전검사|검사필증|운항구역|발급|재발급|정원
542,법규·행정,운항규칙,운항규칙,수상레저안전법
543,법규·행정,면허·교육,면허·교육,면허|조종면허|실기시험|안전교육|발급|수상레저안전법
544,기관 및 정비,기관기초,기관기초,기관
545,법규·행정,면허·교육,면허·교육,갱신|등록|수상레저사업|수상레저안전법
546,법규·행정,운항규칙,운항규칙,주취|수상레저안전법|해상교통안전법
547,법규·행정,등록·검사,등록·검사,등록|변경등록
548,법규·행정,벌칙·행정처분,벌칙·행정처분,과태료|벌금|징역|취소|정지|등록
549,법규·행정,벌칙·행정처분,벌칙·행정처분,과태료|벌금|징역|면허|조종면허|수상레저안전법
550,법규·행정,등록·검사,등록·검사,등록|등록번호판|안전검사|시험운항|시험운항허가|과태료
551,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업구역|영업|수상레저안전법|벌금
552,법규·행정,운항규칙,운항규칙,운항규칙|수상레저안전법|과태료
553,법규·행정,운항규칙,운항규칙,원거리|수상레저안전법|과태료
554,법규·행정,등록·검사,등록·검사,등록|안전검사|도면
555,법규·행정,사업·영업,사업·영업,수상레저사업|사업자|영업구역|영업|등록|안전검사
556,법규·행정,등록·검사,등록·검사,등록|등록번호판|안전검사|수상레저사업|사업자|과태료
557,법규·행정,등록·검사,등록·검사,등록|등록번호판|변경등록|안전검사|시험운항|시험운항허가
558,기관 및 정비,기관기초,기관기초,기관
559,법규·행정,운항규칙,운항규칙,야간|야간 수상레저활동
560,항해·해도·항로표지,충돌예방항법,충돌예방항법,횡단
561,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|계선|정박
562,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|정박|해양수산부장관
563,항해·해도·항로표지,충돌예방항법,충돌예방항법,피항선
564,구명·조난·소방,소방,소방,화재
565,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항
566,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항
567,항해·해도·항로표지,충돌예방항법,충돌예방항법,추월
568,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|폐기물
569,항해·해도·항로표지,충돌예방항법,충돌예방항법,피항선
570,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|방파제
571,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역
572,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|방파제|정박
573,기관 및 정비,기관고장,기관고장,고장
574,항해·해도·항로표지,음향신호,음향신호,기적신호|추월
575,항해·해도·항로표지,레이더,레이더,레이더|추월
576,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|방파제|계선
577,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항
578,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항
579,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항
580,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|해양수산부장관
581,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|해양수산부장관
582,항해·해도·항로표지,등화,등화,등화
583,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|해양수산부장관
584,항해·해도·항로표지,해도,해도,항로지
585,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|정박
586,법규·행정,항만·항로법규,항만·항로법규,출항|무역항
587,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|계선
588,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|폐기물
589,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|무역항|수상구역|폐기물
590,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항|우선피항선|등록|폐기물|분뇨
591,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|거대선|고속여객선
592,법규·행정,항만·항로법규,항만·항로법규,계선|해상교통안전법|연안통항대
593,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|교통안전특정해역|해양수산부장관|거대선|고속여객선
594,항해·해도·항로표지,음향신호,음향신호,기적신호|장음|속력|좁은 수로
595,항해·해도·항로표지,해도,해도,수심|레이더|속력|안전한 속력
596,법규·행정,항만·항로법규,항만·항로법규,선박의 입항|출항
597,기관 및 정비,기관기초,기관기초,기관
598,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|해양레저활동|수상레저안전법
599,항해·해도·항로표지,등화,등화,등화|현등
600,항해·해도·항로표지,음향신호,음향신호,음향신호|장음
601,항해·해도·항로표지,충돌예방항법,충돌예방항법,추월|좁은 수로|기적신호
602,항해·해도·항로표지,음향신호,음향신호,단음|장음|추월
603,법규·행정,면허·교육,면허·교육,갱신|해상교통안전법
604,항해·해도·항로표지,항법,항법,속력|무중신호|제한된 시계
605,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|해양수산부장관
606,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|연안통항대
607,구명·조난·소방,사고대응,사고대응,조난
608,항해·해도·항로표지,충돌예방항법,충돌예방항법,통항분리
609,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|해양수산부장관|해양레저활동|허가권자
610,법규·행정,항만·항로법규,항만·항로법규,정박|해상교통안전법|연안통항대
611,항해·해도·항로표지,등화,등화,등화|선미등|전주등|섬광등
612,항해·해도·항로표지,충돌예방항법,충돌예방항법,선박 사이의 책무
613,항해·해도·항로표지,해도,해도,수심
614,항해·해도·항로표지,항법,항법,침로|속력|현등|마주치는
615,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|연안통항대
616,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|선박의 폭
617,법규·행정,항만·항로법규,항만·항로법규,계선|해상교통안전법|연안통항대
618,항해·해도·항로표지,등화,등화,현등|선미등|방위|추월
619,항해·해도·항로표지,등화,등화,등화|전주등
620,항해·해도·항로표지,레이더,레이더,레이더|속력|안전한 속력
621,항해·해도·항로표지,충돌예방항법,충돌예방항법,선박 사이의 책무
622,항해·해도·항로표지,항법,항법,침로|속력|레이더|제한된 시계|안전한 속력
623,항해·해도·항로표지,항법,항법,침로|속력|횡단|유지선
624,항해·해도·항로표지,등화,등화,등화|현등|선미등|마스트등|전주등|섬광등
625,법규·행정,항만·항로법규,항만·항로법규,항행장애물|해상교통안전법
626,항해·해도·항로표지,등화,등화,등화|현등|선미등|마스트등|전주등
627,선박 조종술 및 운용,선체구조,선체구조,킬
628,선박 조종술 및 운용,조종,조종,조타
629,항해·해도·항로표지,항법,항법,속력|안전한 속력
630,기관 및 정비,기관기초,기관기초,기관
631,기상 및 해양환경,기상현상,기상현상,전선
632,항해·해도·항로표지,음향신호,음향신호,단음|장음
633,항해·해도·항로표지,음향신호,음향신호,음향신호
634,항해·해도·항로표지,등화,등화,등화|형상물
635,기관 및 정비,기관기초,기관기초,기관
636,기상 및 해양환경,안개,안개,안개|풍랑
637,항해·해도·항로표지,등화,등화,등화|현등
638,항해·해도·항로표지,등화,등화,등화|현등|섬광등
639,항해·해도·항로표지,등화,등화,마스트등
640,항해·해도·항로표지,등화,등화,등화|현등|선미등|마스트등
641,항해·해도·항로표지,등화,등화,등화|현등|선미등|마스트등
642,항해·해도·항로표지,등화,등화,등화|현등|선미등|전주등
643,항해·해도·항로표지,등화,등화,등화
644,항해·해도·항로표지,등화,등화,전주등
645,항해·해도·항로표지,등화,등화,등화|현등|선미등|마스트등|전주등
646,항해·해도·항로표지,등화,등화,형상물
647,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|보호수역|해양수산부장관
648,항해·해도·항로표지,등화,등화,등화|전주등
649,항해·해도·항로표지,음향신호,음향신호,음향신호|단음
650,항해·해도·항로표지,음향신호,음향신호,기적신호|단음|장음|추월|좁은 수로
651,항해·해도·항로표지,음향신호,음향신호,기적신호|단음|장음|좁은 수로
652,항해·해도·항로표지,음향신호,음향신호,음향신호|기적신호|장음|속력|제한된 시계
653,선박 조종술 및 운용,조종,조종,조타
654,기상 및 해양환경,기상현상,기상현상,전선
655,항해·해도·항로표지,항법,항법,속력|등화|무중신호|안전한 속력
656,법규·행정,항만·항로법규,항만·항로법규,해상교통안전법|보호수역|해양수산부장관
657,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|해양환경
658,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|배출|기름여과장치|해양환경|야간|정박
659,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|오염|배출|유해액체물질|해양환경
660,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|폐기물|폐유|분뇨|해양환경
661,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|폐유|해양환경
662,법규·행정,해양환경법규,오염방지·배출기준,배출|기름여과장치
663,법규·행정,해양환경법규,오염방지·배출기준,선박오염방지규칙|오염|배출|유해액체물질
664,법규·행정,해양환경법규,오염방지·배출기준,오염|배출|유해액체물질|과태료|처분
665,법규·행정,해양환경법규,오염방지·배출기준,배출|플라스틱
666,법규·행정,해양환경법규,오염방지·배출기준,배출|영해기선
667,법규·행정,해양환경법규,오염방지·배출기준,분뇨|배출|영해기선|출항
668,법규·행정,해양환경법규,오염방지·배출기준,오염|배출|기름여과장치|정지
669,법규·행정,해양환경법규,오염방지·배출기준,폐기물|영해기선|플라스틱|정박
670,법규·행정,해양환경법규,오염방지·배출기준,폐유|오염|배출|기름여과장치|해양환경|야간
671,법규·행정,해양환경법규,오염방지·배출기준,배출|영해기선
672,법규·행정,해양환경법규,오염방지·배출기준,폐기물|오염|배출
673,법규·행정,해양환경법규,오염방지·배출기준,폐기물|분뇨|배출
674,법규·행정,해양환경법규,오염방지·배출기준,오염|방오도료
675,법규·행정,해양환경법규,오염방지·배출기준,오염|해양환경
676,법규·행정,해양환경법규,오염방지·배출기준,오염|방제|배출
677,법규·행정,해양환경법규,오염방지·배출기준,분뇨|배출|정원
678,법규·행정,해양환경법규,오염방지·배출기준,오염|방제|배출|유해액체물질
679,법규·행정,해양환경법규,오염방지·배출기준,오염|배출|해양환경
680,법규·행정,해양환경법규,오염방지·배출기준,선박오염방지규칙|분뇨|오염|배출
681,기관 및 정비,연료계통,연료계통,연료|연료유
682,법규·행정,해양환경법규,오염방지·배출기준,오염|명예해양환경감시원|해양환경
683,법규·행정,해양환경법규,오염방지·배출기준,폐유|오염|해양환경
684,법규·행정,해양환경법규,오염방지·배출기준,폐기물|오염|배출|유해액체물질|기름여과장치|플라스틱
685,법규·행정,해양환경법규,오염방지·배출기준,선박오염방지규칙|폐기물|오염|배출|영해기선
686,법규·행정,등록·검사,등록·검사,등록|등록번호판|말소|야간
687,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|오염|배출|해양환경
688,법규·행정,해양환경법규,오염방지·배출기준,오염|방제|배출
689,법규·행정,해양환경법규,오염방지·배출기준,분뇨|배출|영해기선|정원|야간|정박
690,법규·행정,해양환경법규,오염방지·배출기준,방제|명예해양환경감시원|해양환경|해양수산부장관
691,법규·행정,해양환경법규,오염방지·배출기준,해양환경관리법|배출|유해액체물질|해양환경|벌금|징역
692,구명·조난·소방,사고대응,사고대응,조난|비상|조난통신|화재
693,구명·조난·소방,조난신호,조난신호,조난호출|조난
694,법규·행정,전파·무선통신법규,무선설비·통신규정,MMSI|집단호출
695,구명·조난·소방,사고대응,사고대응,조난
696,구명·조난·소방,조난신호,조난신호,A1 해역|A2 해역|A3 해역|A4 해역
697,구명·조난·소방,조난신호,조난신호,조난통신|조난호출|MAYDAY|조난
698,구명·조난·소방,조난신호,조난신호,조난통신|조난
699,구명·조난·소방,조난신호,조난신호,NAVTEX
700,구명·조난·소방,조난신호,조난신호,EPIRB|조난통신|NAVTEX|조난|비상
