id,category,subCategory,detailCategory,tags
54,조석·조류·해류,조류,조류,조류|수로
55,항해·해도·항로표지,해도,해도,기도|해도|수심|등심선
56,조석·조류·해류,조석,조석,조석|고조|저조|해수
57,항해·해도·항로표지,해도,해도,해도|조류|풍향|수심
58,선박 조종술 및 운용,운항,운항상식,암초를 피하기|암초|운항|엔진|물때|수심
59,선박 조종술 및 운용,운항,운항상식,유속|수심|운항|탑승
60,구명·조난·소방,소방,화재·소화,화재|연소
61,조석·조류·해류,조석,조석,간조|조차|소조|사리|조금|상현
62,구명·조난·소방,소방,화재·소화,화재|소화기|소화|연소|냉각
63,조석·조류·해류,조류,조류,전류|정지|조류|게류|해면
64,조석·조류·해류,조석,조석,저조|간출암
65,구명·조난·소방,구명설비,구명설비,구명조끼|구명부환|구명뗏목
66,구명·조난·소방,구명설비,구명설비,구명뗏목
67,구명·조난·소방,구명설비,구명설비,구명뗏목|수심|키
68,구명·조난·소방,구명설비,구명설비,구명뗏목
69,구명·조난·소방,사고대응,사고대응,구명뗏목|익수자|전복|예인|바람
70,조석·조류·해류,조석,조석,조석|만조|고조|출항|입항
71,기관 및 정비,윤활계통,윤활계통,선미|침수|윤활|기관|정비|해수
72,응급처치·인명구조,인명구조,익수자 구조,물에 빠|사람이 물에 빠|구명부환|프로펠러|익수자|조종
73,조석·조류·해류,조석,조석,만조|간조|조차|사리|조류|주기
74,항해·해도·항로표지,해도,해도,해도|저질
75,기상 및 해양환경,해양환경,해양환경,이안류|이안
76,조석·조류·해류,조석,조석,좌초|조석|고조|저조|해수|간출암
77,구명·조난·소방,조난신호,조난통신,쿠로시오|조난|난류|수온
78,기상 및 해양환경,안개,안개,냉각|안개|이류무|증기무|해무|기압
79,기상 및 해양환경,바람,바람,바람|계절풍|기압|저기압|주기
80,기상 및 해양환경,기상현상,전선·기압,기압|고기압|저기압|전선
81,선박 조종술 및 운용,운항,운항상식,출항
82,기상 및 해양환경,기상현상,전선·기압,계절풍|기압|고기압
83,기상 및 해양환경,바람,바람,바람|풍향|해륙풍|기압
84,조석·조류·해류,조류,조류,소방|조류|창조류|낙조류|유속|유향
85,기상 및 해양환경,바람,바람,바람|해륙풍|해면
86,기상 및 해양환경,안개,안개,냉각|안개|이류무|해무|전선
87,기상 및 해양환경,파랑,파랑,폭풍해일|만조|태풍|풍속|강풍|기압
88,기상 및 해양환경,기상현상,전선·기압,바람|기압|구름|소나기
89,선박 조종술 및 운용,접안,접안·계류,계류|닻|닻줄|계류색|의장수
90,응급처치·인명구조,응급처치,상처·출혈,응급처치|소독거즈|출혈|상처|지혈|부목
91,응급처치·인명구조,응급처치,상처·출혈,골절
92,응급처치·인명구조,응급처치,상처·출혈,화상
93,응급처치·인명구조,응급처치,상처·출혈,저체온
94,응급처치·인명구조,응급처치,상처·출혈,출혈|지혈
95,응급처치·인명구조,응급처치,상처·출혈,소독거즈|출혈|상처|지혈|드레싱|오염
96,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|맥박|소화
97,응급처치·인명구조,응급처치,상처·출혈,출혈|상처|지혈
98,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|인공호흡|환자|기도|호흡|키
99,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|환자|정지
100,응급처치·인명구조,응급처치,상처·출혈,화상|기도|호흡|화염
101,응급처치·인명구조,응급처치,상처·출혈,응급처치|화상|환자|의식|기도
102,응급처치·인명구조,CPR·AED,심폐소생술,자동심장충격기|인공호흡|환자|호흡
103,응급처치·인명구조,응급처치,상처·출혈,응급처치|상처|화상|골절|환자|기도
104,응급처치·인명구조,CPR·AED,심폐소생술,자동심장충격기
105,응급처치·인명구조,응급처치,상처·출혈,심폐소생술|인공호흡|응급처치|환자|기도|호흡
106,응급처치·인명구조,응급처치,상처·출혈,심폐소생술|환자|맥박|호흡|구조자|정지
107,응급처치·인명구조,응급처치,응급처치,동상
108,응급처치·인명구조,응급처치,상처·출혈,응급처치|저체온|환자|키
109,응급처치·인명구조,응급처치,상처·출혈,응급처치|환자|의식
110,응급처치·인명구조,응급처치,상처·출혈,환자|의식|맥박|호흡
111,응급처치·인명구조,응급처치,상처·출혈,응급처치|출혈|상처|지혈|환자
112,응급처치·인명구조,응급처치,상처·출혈,응급처치|부목|탈구
113,응급처치·인명구조,응급처치,상처·출혈,출혈|상처|드레싱|기도|세척|오염
114,구명·조난·소방,구명설비,구명설비,구명환|익수자|풍향|풍속|바람
115,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술
116,응급처치·인명구조,응급처치,상처·출혈,심폐소생술|환자|의식|기도|구조자|배출
117,응급처치·인명구조,응급처치,상처·출혈,응급처치|지혈|환자|보관|키
118,응급처치·인명구조,인명구조,익수자 구조,인명구조|익수자|구명환
119,응급처치·인명구조,응급처치,상처·출혈,응급처치|물에 빠|저체온|익수자
120,응급처치·인명구조,응급처치,상처·출혈,자동심장충격기|응급처치|환자|호흡|구조자|전기
121,응급처치·인명구조,응급처치,상처·출혈,응급처치|화상|기도|세척|키
122,응급처치·인명구조,CPR·AED,심폐소생술,자동심장충격기|AED|쇼크|환자
123,구명·조난·소방,구명설비,구명설비,구명환
124,응급처치·인명구조,응급처치,상처·출혈,심폐소생술|응급처치|환자|의식|기도|구조자
125,응급처치·인명구조,응급처치,상처·출혈,인공호흡|응급처치|환자|기도|호흡|소화
126,응급처치·인명구조,응급처치,상처·출혈,심폐소생술|자동심장충격기|응급처치|환자|맥박|전기
127,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|맥박|정지
128,응급처치·인명구조,응급처치,상처·출혈,환자|의식|기도
129,응급처치·인명구조,응급처치,상처·출혈,환자|의식|호흡|세척
130,구명·조난·소방,구명설비,구명설비,구명조끼
131,응급처치·인명구조,응급처치,상처·출혈,상처|골절|부목|소화
132,응급처치·인명구조,응급처치,상처·출혈,응급처치|상처|드레싱|환자|의식|호흡
133,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|인공호흡|호흡|구조자
134,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|환자|구조자|소화|정지|키
135,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|인공호흡|호흡|전기
136,응급처치·인명구조,응급처치,상처·출혈,응급처치|환자|의식|기도
137,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|자동심장충격기|인공호흡|응급처치|환자|의식
138,응급처치·인명구조,CPR·AED,심폐소생술,심폐소생술|자동심장충격기|기관|총톤수
139,구명·조난·소방,구명설비,구명설비,구명부환|조난|화염|점화
140,구명·조난·소방,구명설비,구명설비,구명뗏목|점화
141,선박 조종술 및 운용,운항,운항상식,속력|노트|해리|입항
142,항해·해도·항로표지,해도,해도,선수|침로|진침로|자침로|키
143,법규·행정,운항규칙,기상특보 활동 제한,수상레저안전법|기상특보|활동제한|운항규칙|신고예외
144,기관 및 정비,기관기초,기관기초,선수|프로펠러|유속|침로|선회|타각
145,선박 조종술 및 운용,선체구조,선체구조,복원력|연료|흘수|건현
146,구명·조난·소방,구명설비,구명설비,구명부환
147,선박 조종술 및 운용,선체구조,선체구조,주요 치수|선박의 길이|조종|선체|흘수|등록
148,선박 조종술 및 운용,운항,운항상식,대지속력|대수속력|조류|해조류|운항|속력
149,항해·해도·항로표지,해도,해도,저질
150,기관 및 정비,기관기초,기관기초,프로펠러
151,기상 및 해양환경,안개,안개,해상교통안전법|안개|바람
152,항해·해도·항로표지,항법,충돌예방항법,수상레저안전법|운항규칙|안개|횡단|충돌|우현
153,선박 조종술 및 운용,조종,조종술,정지거리|정지|조류|바람|해면|수심
154,항해·해도·항로표지,항법,충돌예방항법,부표|우현|좌현
155,항해·해도·항로표지,해도,해도,해도|항로
156,선박 조종술 및 운용,운항,운항상식,모터보트|레이더|충돌
157,항해·해도·항로표지,항로표지,항로표지,항로표지|방위표지|방위표|항로
158,조석·조류·해류,조류,조류,조류|게류|순조|역조|유속|수로
159,항해·해도·항로표지,항해계기,GPS·레이더,대지속력|침로|GPS|레이더|AIS|SOG
160,항해·해도·항로표지,항해계기,GPS·레이더,GPS
161,항해·해도·항로표지,항해계기,GPS·레이더,DGPS|GPS
162,선박 조종술 및 운용,선체구조,선체구조,선수|선미|선체|현측|갑판|흘수
163,선박 조종술 및 운용,선체구조,선체구조,선수|선미|선체|흘수|건현
164,선박 조종술 및 운용,선체구조,선체구조,복원력
165,기관 및 정비,기관기초,기관기초,선수|프로펠러|선체|배출
166,기관 및 정비,기관기초,기관기초,선수|프로펠러|침로|전진|선회|선체
167,선박 조종술 및 운용,조종,조종술,선회|선체
168,항해·해도·항로표지,해도,해도,무선전화|VHF|해도|침로|GPS|AIS
169,항해·해도·항로표지,항해계기,GPS·레이더,선박자동식별장치|AIS|속력
170,구명·조난·소방,조난신호,조난통신,조난|VHF|AIS|수로
171,항해·해도·항로표지,항해계기,GPS·레이더,선박자동식별장치|선박의 길이|AIS
172,항해·해도·항로표지,항로표지,항로표지,침로|등부표|부표|레이더|등화
173,선박 조종술 및 운용,운항,운항상식,운항 전|연료|운항|속력
174,기상 및 해양환경,파랑,파랑,파도|선체
175,선박 조종술 및 운용,운항,운항상식,모터보트|전복|조류|파랑|수역
176,선박 조종술 및 운용,조종,조종술,선수|조종|선회|수로
177,기상 및 해양환경,파랑,파랑,선수|전복|돌풍|파도|파랑|주기
178,항해·해도·항로표지,항해계기,GPS·레이더,자기컴퍼스|편차|컴퍼스|조석|조석표|해도
179,선박 조종술 및 운용,선체구조,선체구조,선수|선미|전복|파도|조종|선체
180,선박 조종술 및 운용,조종,조종술,선수|선미|프로펠러|우현|좌현|후진
181,선박 조종술 및 운용,운항,운항상식,풍랑|선체|항주|속력|표류|전진
182,구명·조난·소방,조난신호,조난통신,기류신호|조난|음향신호
183,선박 조종술 및 운용,조종,조종술,킥|선회|선체
184,기상 및 해양환경,바람,바람,풍속|레이더
185,항해·해도·항로표지,항법,충돌예방항법,음향신호|망|충돌|우현|조종|변침
186,구명·조난·소방,조난신호,조난통신,기류신호|불이 나고|대수속력|속력
187,항해·해도·항로표지,음향신호,음향신호,음향신호|기관|충돌|후진
188,기관 및 정비,기관기초,기관기초,고장|정지|기관|엔진|추진기|선체
189,항해·해도·항로표지,항로표지,항로표지,교량표지|수역
190,항해·해도·항로표지,항로표지,항로표지,항로표지|좌초|암초|항로|수로
191,항해·해도·항로표지,해도,해도,모터보트|수심|추월
192,항해·해도·항로표지,해도,해도,정박구역|해도|수심|정박|흘수
193,항해·해도·항로표지,해도,해도,정박구역|해도|정박|흘수
194,선박 조종술 및 운용,운항,운항상식,모터보트|우현|운항|프로펠러|익수자|좌현
195,선박 조종술 및 운용,운항,운항상식,항주|속력|해리|노트
196,선박 조종술 및 운용,운항,운항상식,항주|속력|노트|해리
197,항해·해도·항로표지,해도,해도,해도도식|항로표지|해도|수심|암초|항로
198,항해·해도·항로표지,음향신호,음향신호,무중신호|등화|감속|닻|속력
199,항해·해도·항로표지,해도,해도,교차방위법|물표
200,응급처치·인명구조,인명구조,익수자 구조,선수|물에 빠|구명부환|익수자|바람|조종
201,항해·해도·항로표지,항법,충돌예방항법,충돌위험|충돌|속력
202,항해·해도·항로표지,항법,충돌예방항법,정박 중인 동력레저기구|타종
203,항해·해도·항로표지,음향신호,음향신호,경고신호|기적|단음|충돌
204,항해·해도·항로표지,항로표지,항로표지,광달거리|등대
205,항해·해도·항로표지,항해계기,GPS·레이더,자기컴퍼스|컴퍼스|선체
206,선박 조종술 및 운용,선체구조,선체구조,선수|선미|모터보트|수심|조종|키
207,선박 조종술 및 운용,조종,조종술,조종|엔진|압력
208,항해·해도·항로표지,항해계기,GPS·레이더,컴퍼스
209,선박 조종술 및 운용,접안,접안·계류,선수|모터보트|접안|계류|현측
210,선박 조종술 및 운용,운항,운항상식,모터보트|운항|속력|시정|추월
211,선박 조종술 및 운용,조종,조종술,진동|수심|조종|선체|속력
212,선박 조종술 및 운용,선체구조,선체구조,수심|계류|선체|흘수
213,항해·해도·항로표지,항로표지,항로표지,방위표지|측방표지|고립장애표지|특수표지|암초|방위표
214,항해·해도·항로표지,항해계기,GPS·레이더,VHF|GPS|레이더|컴퍼스|자이로
215,기관 및 정비,기관기초,기관기초,선수|선미|프로펠러|정지|기관|파도
216,선박 조종술 및 운용,조종,조종술,선수|비상|조류|조종|변침|닻
217,선박 조종술 및 운용,선체구조,선체구조,선수|선미|바람|전진|선체
218,선박 조종술 및 운용,접안,접안·계류,이안|시정|해도
219,선박 조종술 및 운용,운항,운항상식,모터보트|정지|조종|속력
220,선박 조종술 및 운용,운항,운항상식,충돌|운항|배출
221,선박 조종술 및 운용,운항,운항상식,수상오토바이|전복|추진기|선외기|수심|조종
222,항해·해도·항로표지,해도,해도,침로|진침로|레이더|속력
223,항해·해도·항로표지,항법,충돌예방항법,선수|음향신호|침수|정지|기관|주기
224,구명·조난·소방,조난신호,조난통신,조난|기적
225,기관 및 정비,기관기초,기관기초,연료|기관|엔진|점검|기압|운항
226,구명·조난·소방,조난신호,조난통신,MAYDAY|PAN PAN|SECURITE|무선전화|SOS|VHF
227,구명·조난·소방,조난신호,조난통신,MAYDAY|PAN PAN|SECURITE|조난|비상|키
228,구명·조난·소방,사고대응,해양사고 대응,침수
229,기상 및 해양환경,안개,안개,안개|시정|바람|침로
230,조석·조류·해류,조류,조류,대지속력|대수속력|유속|해류|GPS|속력
231,선박 조종술 및 운용,운항,운항상식,모터보트|키
232,선박 조종술 및 운용,조종,조종술,선외기|선회|활주|타각|선체|운항
233,선박 조종술 및 운용,접안,접안·계류,선수|선미|모터보트|접안|계류|닻
234,선박 조종술 및 운용,조종,조종술,모터보트|침로|변침|키|조타|운항
235,선박 조종술 및 운용,운항,운항상식,모터보트|수심|GPS|항법
236,선박 조종술 및 운용,선체구조,선체구조,조종|선체|건현
237,항해·해도·항로표지,항로표지,항로표지,항로표지|조류|파랑|해면|수심|암초
238,선박 조종술 및 운용,조종,조종술,정지거리|해상교통안전법|정지|시정|충돌|조종
239,항해·해도·항로표지,항법,충돌예방항법,선수|우현|좌현
240,선박 조종술 및 운용,조종,조종술,침로|등부표|부표|변침|현측
241,기관 및 정비,기관고장,고장진단,엔진|항주
242,조석·조류·해류,조석,조석,조석|조석표|조류|해류|등대|출항
243,항해·해도·항로표지,항해계기,GPS·레이더,침로|레이더|컴퍼스|충돌|상대선|속력
244,구명·조난·소방,조난신호,조난통신,조난|VHF|초단파
245,항해·해도·항로표지,해도,해도,기관|해도|위도|GPS|플로터|항법
246,선박 조종술 및 운용,선체구조,선체구조,선수|선미|모터보트|선체|갑판|수로
247,선박 조종술 및 운용,운항,운항상식,선미|모터보트|부두|선체|승선
248,선박 조종술 및 운용,조종,조종술,선수|모터보트|정지|침로|감속|키
249,선박 조종술 및 운용,조종,조종술,프로펠러|모터보트|조종|선회|타각|선체
250,응급처치·인명구조,인명구조,익수자 구조,물에 빠|사람이 물에 빠|모터보트|익수자|선회|선체
251,선박 조종술 및 운용,조종,조종술,선수|선미|모터보트|정지|조종|후진
252,구명·조난·소방,구명설비,구명설비,구명설비|구명뗏목|비상|탑승
253,선박 조종술 및 운용,운항,운항상식,총톤수|적재|정원
254,조석·조류·해류,조류,조류,모터보트|조류|바람|기도
255,조석·조류·해류,조류,조류,모터보트|조류|조종|순조|역조|수역
256,항해·해도·항로표지,항법,충돌예방항법,충돌사고|운항규칙|추월|충돌|운항
257,구명·조난·소방,조난신호,조난통신,SART|무선전화|무선설비|초단파|레이더|총톤수
258,선박 조종술 및 운용,조종,조종술,바람|우현|전진|속력|표류|파도
259,항해·해도·항로표지,등화,등화,등화|항해등|항법|변침
260,선박 조종술 및 운용,선체구조,선체구조,선미|풍랑|해수|우현|선체|갑판
261,선박 조종술 및 운용,접안,접안·계류,접안|계류
262,구명·조난·소방,소방,화재·소화,화재|소화|조종|풍속|바람
263,선박 조종술 및 운용,운항,운항상식,운항|파랑|허가
264,구명·조난·소방,구명설비,구명설비,선수|선미|인명구조|요구조자|구명부환|구조자
265,선박 조종술 및 운용,조종,조종술,조종
266,항해·해도·항로표지,음향신호,음향신호,음향신호|정지|단음|우현|좌현|변침
267,구명·조난·소방,조난신호,조난통신,조난|SOS|VHF|초단파|등화|운항
268,선박 조종술 및 운용,운항,운항상식,노트|해리
269,항해·해도·항로표지,항해계기,GPS·레이더,레이더
270,항해·해도·항로표지,항법,충돌예방항법,우현
271,선박 조종술 및 운용,조종,조종술,선회|킥
272,조석·조류·해류,조석,조석,조석|조류|파도|암초|기적
273,항해·해도·항로표지,항로표지,항로표지,항로표지|무중신호|등대|사이렌|항로
274,항해·해도·항로표지,항법,충돌예방항법,우현
275,항해·해도·항로표지,해도,해도,해도|위도|경도
276,기관 및 정비,연료계통,연료계통,연료|항법|운항
277,기관 및 정비,기관기초,기관기초,배기가스|프로펠러|엔진|키|트랜섬
278,구명·조난·소방,조난신호,조난통신,조난신호|EPIRB|조난|비상|조타
279,기관 및 정비,기관기초,기관기초,기관|주기|선체
280,항해·해도·항로표지,항로표지,항로표지,등대|등부표|부표|등표|등화|입항
281,기관 및 정비,기관기초,기관기초,가솔린기관|연료|기관
282,기관 및 정비,기관기초,기관기초,내연기관|연소|연료|기관|배출
283,기관 및 정비,기관기초,기관기초,배기가스|가솔린기관|연료|기관|배출
284,기관 및 정비,기관기초,기관기초,가솔린기관|윤활|오일|기관
285,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|과열|오일|엔진|수온
286,기관 및 정비,기관기초,기관기초,가솔린기관|냉각|냉각수|기관|수온
287,기관 및 정비,기관기초,기관기초,가솔린기관|점화|전기|기관|기적
288,기관 및 정비,전기·점화,전기·점화,전기|전압|전류
289,기관 및 정비,기관고장,고장진단,추진기
290,기관 및 정비,기관기초,기관기초,내연기관|축전지|전기|기관|기적|키
291,기관 및 정비,전기·점화,전기·점화,가솔린기관|연료|축전지|전기|발전기|전압
292,기관 및 정비,정비,점검·정비,가솔린기관|축전지|전기|고장|진동|기관
293,기관 및 정비,기관기초,기관기초,디젤기관|연료|기관|마력
294,구명·조난·소방,소방,화재·소화,소화|연소|화염|기관
295,기관 및 정비,정비,점검·정비,가솔린기관|오일|기관|정비|점검|교환
296,기관 및 정비,냉각계통,냉각계통,연료|냉각|냉각수|엔진|점검
297,기관 및 정비,연료계통,연료계통,연료|기관|저질
298,기관 및 정비,윤활계통,윤활계통,연소|연료|윤활|윤활유|오일
299,기관 및 정비,냉각계통,냉각계통,연소|연료|냉각|냉각수|키
300,항해·해도·항로표지,해도,해도,해도
301,기관 및 정비,기관기초,기관기초,가솔린기관|축전지|기관|점검
302,기관 및 정비,기관기초,기관기초,디젤기관|연소|기관
303,기관 및 정비,기관고장,고장진단,릴리프 밸브|압력
304,기관 및 정비,기관기초,기관기초,프로펠러|추진기
305,기관 및 정비,기관기초,기관기초,시동모터|연료|오일|기관|엔진|점검
306,기관 및 정비,연료계통,연료계통,연료탱크|연료필터|연료계통|가솔린기관|연료|기관
307,기관 및 정비,기관기초,기관기초,디젤기관|연료|기관
308,기관 및 정비,기관기초,기관기초,프로펠러|수상오토바이|임펠러
309,기관 및 정비,전기·점화,전기·점화,전기
310,기관 및 정비,전기·점화,전기·점화,시동모터|디젤기관|축전지|전기|기관|키
311,기관 및 정비,윤활계통,윤활계통,연료탱크|엔진오일|비상|연료|냉각|냉각수
312,기관 및 정비,윤활계통,윤활계통,윤활|윤활유|오일|기관
313,기관 및 정비,기관기초,기관기초,엔진오일|누수|연료|오일|기관|엔진
314,기관 및 정비,냉각계통,냉각계통,수상오토바이|연료|혼합비|냉각|냉각수|임펠러
315,기관 및 정비,기관기초,기관기초,프로펠러|모터보트|진동|점검|선체
316,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|키
317,기관 및 정비,윤활계통,윤활계통,오일필터|가솔린기관|냉각|냉각수|윤활|윤활유
318,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|엔진|선외기|해수
319,기관 및 정비,기관고장,고장진단,수상오토바이|비상|연료|정지|진동|기관
320,기관 및 정비,윤활계통,윤활계통,냉각|윤활|윤활유
321,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|전진
322,기관 및 정비,연료계통,연료계통,연료펌프|연소|연료|과열|윤활|키
323,선박 조종술 및 운용,조종,조종술,감속
324,기관 및 정비,기관기초,기관기초,내연기관|연료|냉각|냉각수|기관
325,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|정지|엔진|선외기
326,선박 조종술 및 운용,선체구조,선체구조,선체
327,기관 및 정비,기관기초,기관기초,가솔린기관|연료|냉각|축전지|기관|엔진
328,기관 및 정비,냉각계통,냉각계통,냉각|냉각수|임펠러|과열|윤활|윤활유
329,기관 및 정비,윤활계통,윤활계통,수상오토바이|누수|오일|배터리|엔진|점검
330,기관 및 정비,연료계통,연료계통,연소|연료|휘발유|윤활
331,기관 및 정비,냉각계통,냉각계통,점화플러그|연료|냉각|냉각수|임펠러|과열
332,기관 및 정비,냉각계통,냉각계통,수상오토바이|냉각|냉각수|정지|엔진
333,기관 및 정비,기관기초,기관기초,내연기관|기관
334,기관 및 정비,기관고장,고장진단,연료|윤활|윤활유|시동이|고장|진동
335,선박 조종술 및 운용,운항,운항상식,모터보트|속력|냉각|냉각수|엔진|압력
336,기관 및 정비,윤활계통,윤활계통,윤활|윤활유
337,기관 및 정비,냉각계통,냉각계통,수상오토바이|냉각|냉각수|임펠러|고장|정지
338,기관 및 정비,기관기초,기관기초,가솔린기관|연소|연료|기관|부식
339,기관 및 정비,기관기초,기관기초,프로펠러|전기|선외기|부식
340,기관 및 정비,기관기초,기관기초,디젤기관|가솔린기관|연료|점화|시동이|기관
341,기관 및 정비,기관고장,고장진단,배기가스|가솔린기관|연소|진동|기관|수로
342,기관 및 정비,윤활계통,윤활계통,윤활|윤활유
343,기관 및 정비,기관기초,기관기초,디젤기관|윤활|윤활유|진동|기관
344,기관 및 정비,정비,점검·정비,프로펠러|윤활|진동|부식|마모|해수
345,기관 및 정비,냉각계통,냉각계통,모터보트|연료|냉각|냉각수|점화|퓨즈
346,기관 및 정비,연료계통,연료계통,연료탱크|엔진오일|모터보트|연료|냉각|냉각수
347,기관 및 정비,냉각계통,냉각계통,연료|냉각|냉각수|윤활|윤활유|마모
348,선박 조종술 및 운용,운항,운항상식,모터보트|전기|퓨즈|전류
349,기관 및 정비,연료계통,연료계통,연료|휘발유|경유
350,기관 및 정비,기관기초,기관기초,배기가스|모터보트|연료|기관|엔진|선외기
351,법규·행정,면허·등록,면허·등록,안전검사|수상레저안전법|등록
352,법규·행정,면허·등록,면허·등록,수상레저안전법|해양경찰서장|갱신|등록
353,법규·행정,면허·등록,면허·등록,해양환경|조종면허|면허시험|수상레저안전법|해상교통안전법|해양환경관리법
354,법규·행정,면허·등록,면허·등록,조종면허|수상레저안전법|정지|조종|벌칙|벌금
355,법규·행정,벌칙·행정처분,벌칙·과태료,수상레저안전법|정지|정비|시정|벌칙|과태료
356,법규·행정,면허·등록,면허·등록,효력정지|조종면허|수상레저안전법|해양경찰서장|해양경찰청장|정지
357,법규·행정,운항규칙,운항규칙,수상레저안전법|횡단|운항|운항방법|속력
358,법규·행정,면허·등록,면허·등록,등록|해양경찰서장
359,법규·행정,면허·등록,면허·등록,안전검사|기관|운항|등록|허가
360,법규·행정,면허·등록,면허·등록,효력정지|조종면허|수상레저안전법|정지|조종|면허
361,법규·행정,운항규칙,운항규칙,수상레저안전법|기수
362,선박 조종술 및 운용,운항,운항상식,수상오토바이|모터보트|수상레저안전법|기관이
363,법규·행정,운항규칙,운항규칙,수상레저안전법|해양경찰서장|정지|등록
364,법규·행정,면허·등록,면허·등록,조종면허|수상레저안전법|조종|면허
365,법규·행정,면허·등록,면허·등록,실기시험|조종면허|면허시험|수상레저안전법|해양경찰청장|조종
366,법규·행정,벌칙·행정처분,벌칙·과태료,조종면허|수상레저안전법|수상레저활동자|정지|조종|벌칙
367,법규·행정,면허·등록,면허·등록,실기시험|조종면허|면허시험|수상레저안전법|해양경찰청장|조종
368,법규·행정,면허·등록,면허·등록,해양환경|조종면허|면허시험|수상레저안전법|해상교통안전법|해양환경관리법
369,구명·조난·소방,구명설비,구명설비,구명조끼|수상레저안전법|구명줄
370,선박 조종술 및 운용,조종,조종술,수상레저안전법|조종
371,법규·행정,보험·행정,보험·신고,수상레저안전법|운항방법|운항신고|가입증명서|해양경찰서장|운항
372,구명·조난·소방,소방,화재·소화,인명구조|구명조끼|수상레저안전법|소화기|소화|비상
373,법규·행정,운항규칙,운항규칙,수상레저안전법|비상|등록
374,법규·행정,면허·등록,면허·등록,효력정지|조종면허|수상레저안전법|정지|조종|면허
375,항해·해도·항로표지,항법,충돌예방항법,수상레저안전법|운항규칙|운항방법|횡단|충돌|우현
376,법규·행정,면허·등록,면허·등록,조종면허|수상레저안전법|조종|운항|정원|면허
377,법규·행정,면허·등록,면허·등록,안전검사|임시검사|신규검사|해양경찰청장|운항|승선
378,선박 조종술 및 운용,실기시험,실기시험,실기시험|채점기준|운항코스|조종면허|수상레저안전법|침로
379,선박 조종술 및 운용,실기시험,실기시험,선수|선미|실기시험|채점기준|운항코스|조종면허
380,선박 조종술 및 운용,운항,운항상식,수상오토바이|모터보트|기관|키|등록
381,법규·행정,면허·등록,면허·등록,면허시험|수상레저안전법|면허
382,법규·행정,면허·등록,면허·등록,조종면허|면허시험|수상레저안전법|조종|면허
383,법규·행정,보험·행정,보험·신고,수상레저안전법|해양경찰서장|시장·군수·구청장|소방|기관|망
384,법규·행정,운항규칙,운항규칙,수상레저안전법|수상레저활동자|조종|정원|면허|면허증
385,법규·행정,보험·행정,보험·신고,시장·군수·구청장|운항|등록|허가
386,법규·행정,운항규칙,운항규칙,수상레저안전법
387,법규·행정,운항규칙,운항규칙,수상레저안전법|엔진|기수|조종|면허|등록
388,법규·행정,운항규칙,운항규칙,수상레저안전법
389,법규·행정,면허·등록,면허·등록,조종면허|면허시험|수상레저안전법|해양경찰청장|조종|면허
390,법규·행정,운항규칙,운항규칙,수상레저안전법|운항|기상특보|마주치는|운항방법
391,구명·조난·소방,구명설비,구명설비,구명조끼|구명부환|수상레저안전법|수상레저활동자|조난|소화기
392,법규·행정,면허·등록,면허·등록,말소등록|운항|정원|등록|소유권
393,법규·행정,운항규칙,운항규칙,수상레저안전법|등록|수상오토바이|모터보트|기관이|선외기
394,법규·행정,운항규칙,운항규칙,구명조끼|수상레저안전법|전기|등록
395,법규·행정,운항규칙,운항규칙,수상레저안전법|원거리 수상레저활동|소방|항법|출항|입항
396,법규·행정,면허·등록,면허·등록,조종면허|면허시험|수상레저안전법|조종|탑승|정원
397,선박 조종술 및 운용,운항,운항상식,수상오토바이|모터보트|수상레저안전법|키
398,법규·행정,면허·등록,면허·등록,해양경찰청장|등록|소유권
399,법규·행정,면허·등록,면허·등록,등록|운항
400,법규·행정,면허·등록,면허·등록,수상오토바이|안전검사|수상레저안전법|등록|보험
401,법규·행정,운항규칙,운항규칙,수상레저안전법|등록|보험
402,법규·행정,면허·등록,면허·등록,안전검사|가입증명서|등록|보험
403,법규·행정,운항규칙,운항규칙,수상레저안전법
404,법규·행정,운항규칙,운항규칙,수상레저안전법|해양경찰서장|등록
405,기관 및 정비,정비,점검·정비,수상레저안전법|정지|정비|점검
406,구명·조난·소방,구명설비,구명설비,구명조끼|수상레저안전법|해양경찰서장
407,구명·조난·소방,조난신호,조난통신,구명조끼|구명부환|조난신호|EPIRB|수상레저안전법|조난
408,법규·행정,운항규칙,운항규칙,수상레저안전법
409,법규·행정,면허·등록,면허·등록,조종면허|수상레저안전법|조종|면허|갱신
410,법규·행정,면허·등록,면허·등록,조종면허|수상레저안전법|조종|면허
