id,category,subCategory,detailCategory,tags
378,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
379,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
380,법규,수상레저기구등록법,기구등록·말소,등록대상·제외기구
381,법규,수상레저안전법,조종면허제도,결격사유·연령
382,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
383,법규,수상레저안전법,운항규칙,원거리신고(10해리)
384,법규,수상레저안전법,운항규칙,정원초과금지
385,법규,수상레저기구등록법,안전검사,시험운항(7일/10해리)
386,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
387,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
388,법규,수상레저안전법,조종면허제도,무면허조종·특례
389,법규,수상레저안전법,조종면허제도,수상안전교육(6개월)
390,법규,해상교통안전법,항법일반,마주치는상태
391,법규,수상레저안전법,운항규칙,야간운항제한
392,법규,수상레저기구등록법,기구등록·말소,변경·말소등록
393,법규,수상레저기구등록법,기구등록·말소,등록대상·제외기구
394,법규,수상레저안전법,수상레저사업 및 벌칙,비상구조선·구명조끼(110%)
395,법규,수상레저안전법,운항규칙,원거리신고(10해리)
396,법규,수상레저안전법,조종면허제도,무면허조종·특례
397,법규,수상레저기구등록법,기구등록·말소,등록대상·제외기구
398,법규,수상레저기구등록법,기구등록·말소,변경·말소등록
399,법규,수상레저기구등록법,기구등록·말소,등록번호판
400,법규,수상레저기구등록법,기구등록·말소,등록대상·제외기구
401,법규,수상레저기구등록법,기구등록·말소,등록대상·제외기구
402,법규,수상레저기구등록법,기구등록·말소,등록관청(1개월)
403,법규,수상레저안전법,수상레저사업 및 벌칙,영업구역·시간제한
404,법규,수상레저안전법,수상레저사업 및 벌칙,사업등록·변경(10년)
405,법규,수상레저안전법,수상레저사업 및 벌칙,벌칙·과태료
406,법규,수상레저안전법,운항규칙,인명안전장비착용
407,법규,수상레저안전법,운항규칙,야간운항제한
408,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
409,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
410,법규,수상레저안전법,조종면허제도,면허종류(1/2급/요트)
