sheet,row,scientificName,koreanName,detailGroup
원생생물,801,Trilobatus sacculifer,,원생동물
원생생물,802,Trilobatus sicanus,,원생동물
원생생물,803,Trilobatus trilobus,,원생동물
원생생물,804,Globigerinella obesa,,원생동물
원생생물,805,Globigerinella pseudobesa,,원생동물
원생생물,806,Globigerinella siphonifera,,원생동물
원생생물,807,Globigerinella calida,,원생동물
원생생물,808,Globoturborotalita apertura,,원생동물
원생생물,809,Globoturborotalita connecta,,원생동물
원생생물,810,Globoturborotalita nepenthes,,원생동물
원생생물,811,Globoturborotalita rubescens,,원생동물
원생생물,812,Globoturborotalita woodi,,원생동물
원생생물,813,Globoturborotalita brazieri,,원생동물
원생생물,814,Orbulina universa,,원생동물
원생생물,815,Orbulina suturalis,,원생동물
원생생물,816,Turborotalita humilis,,원생동물
원생생물,817,Turborotalita quinqueloba,,원생동물
원생생물,818,Catapsydrax dissimilis,,원생동물
원생생물,819,Catapsydrax unicavus,,원생동물
원생생물,820,Catapsydrax parvulus,,원생동물
원생생물,821,Sphaeroidinella dehiscens,,원생동물
원생생물,822,Chrysalidinella dimorpha,,원생동물
원생생물,823,Fijiella simplex,,원생동물
원생생물,824,Reussella aculeata,,원생동물
원생생물,825,Reussella haizumensis,,원생동물
원생생물,826,Reussella aequa,,원생동물
원생생물,827,Reussella pacifica,,원생동물
원생생물,828,Reussella spinulosa,,원생동물
원생생물,829,Tosaia hanzawai,,원생동물
원생생물,830,Gallitellia vivans,,원생동물
원생생물,831,Cymbaloporetta cifellii,,원생동물
원생생물,832,Cymbaloporetta bradyi,,원생동물
원생생물,833,Cymbaloporetta squammosa,,원생동물
원생생물,834,Mississippina chathamensis,,원생동물
원생생물,835,Mississippina planiformis,,원생동물
원생생물,836,Pararotalia nipponica,,원생동물
원생생물,837,Pararotalia ozawai,,원생동물
원생생물,838,Neorotalia calcar,,원생동물
원생생물,839,Calcarina mayori,,원생동물
원생생물,840,Murrayinella minuta,,원생동물
원생생물,841,Murrayinella murrayi,,원생동물
원생생물,842,Murrayinella globosa,,원생동물
원생생물,843,Rotaliella chasteri,,원생동물
원생생물,844,Porosorotalia makiyamai,,원생동물
원생생물,845,Cancris auricula,,원생동물
원생생물,846,Cancris carinatus,,원생동물
원생생물,847,Cancris oblongus,,원생동물
원생생물,848,Cancris mexicanus,,원생동물
원생생물,849,Cancris peroblongus,,원생동물
원생생물,850,Valvulineria asanoi,,원생동물
원생생물,851,Valvulineria araucana,,원생동물
원생생물,852,Valvulineria candeiana,,원생동물
원생생물,853,Valvulineria rugosa,,원생동물
원생생물,854,Valvulineria sadonica,,원생동물
원생생물,855,Valvulineria nipponica,,원생동물
원생생물,856,Valvulineria hamanakoensis,,원생동물
원생생물,857,Valvulineria japonica,,원생동물
원생생물,858,Valvulineria gunjii,,원생동물
원생생물,859,Valvulineria danvillensis,,원생동물
원생생물,860,Gyroidinoides kuwanoi,,원생동물
원생생물,861,Gyroidinoides nipponica,,원생동물
원생생물,862,Gyroidinoides cushmani,,원생동물
원생생물,863,Ashbrookia tuberculata,,원생동물
원생생물,864,Patellinella inconspicua,,원생동물
원생생물,865,Patellinella hanzawai,,원생동물
원생생물,866,Melonis affinis,,원생동물
원생생물,867,Melonis pacificum,,원생동물
원생생물,868,Melonis parkerae,,원생동물
원생생물,869,Melonis pompilioides,,원생동물
원생생물,870,Melonis barleeanus,,원생동물
원생생물,871,Bolivinella seminuda,,원생동물
원생생물,872,Bolivinella humilis,,원생동물
원생생물,873,Bolivinella pacifica,,원생동물
원생생물,874,Neogloboquadrina dutertrei,,원생동물
원생생물,875,Neogloboquadrina continuosa,,원생동물
원생생물,876,Neogloboquadrina incompta,,원생동물
원생생물,877,Neogloboquadrina nobensis,,원생동물
원생생물,878,Neogloboquadrina pachyderma,,원생동물
원생생물,879,Neogloboquadrina humerosa,,원생동물
원생생물,880,Neogloboquadrina acostaensis,,원생동물
원생생물,881,Globoconella puncticulata,,원생동물
원생생물,882,Dentigloborotalia anfracta,,원생동물
원생생물,883,Berggrenia pumilio,,원생동물
원생생물,884,Paragloborotalia nana,,원생동물
원생생물,885,Paragloborotalia bella,,원생동물
원생생물,886,Paragloborotalia acrostoma,,원생동물
원생생물,887,Globorotalia menardii,,원생동물
원생생물,888,Globorotalia scitula,,원생동물
원생생물,889,Globorotalia hirsuta,,원생동물
원생생물,890,Globorotalia gigantea,,원생동물
원생생물,891,Globorotalia inflata,,원생동물
원생생물,892,Globorotalia laeta,,원생동물
원생생물,893,Globorotalia praescitula,,원생동물
원생생물,894,Globorotalia theyeri,,원생동물
원생생물,895,Globorotalia ungulata,,원생동물
원생생물,896,Globorotalia zealandica,,원생동물
원생생물,897,Globorotalia oceanica,,원생동물
원생생물,898,Globorotalia truncatulinoides,,원생동물
원생생물,899,Globorotalia crassaformis,,원생동물
원생생물,900,Globorotalia mayeri,,원생동물
원생생물,901,Globorotalia scitula subsp. praescitula,,원생동물
원생생물,902,Globorotalia crassula,,원생동물
원생생물,903,Globorotalia bykovae,,원생동물
원생생물,904,Globorotalia tumida,,원생동물
원생생물,905,Globorotalia siakensis,,원생동물
원생생물,906,Siphonina tubulosa,,원생동물
원생생물,907,Glabratella globosa,,원생동물
원생생물,908,Glabratella australensis,,원생동물
원생생물,909,Glabratella millettii,,원생동물
원생생물,910,Pileolina patelliformis,,원생동물
원생생물,911,Truncoheronallenia rarescens,,원생동물
원생생물,912,Planoglabratella opercularis,,원생동물
원생생물,913,Planoglabratella nakamurai,,원생동물
원생생물,914,Planoglabratella subopercularis,,원생동물
원생생물,915,Evolvocassidulina tenuis,,원생동물
원생생물,916,Paracassidulina sulcata,,원생동물
원생생물,917,Paracassidulina nipponensis,,원생동물
원생생물,918,Paracassidulina quasicarinata,,원생동물
원생생물,919,Paracassidulina sagamiensis,,원생동물
원생생물,920,Paracassidulina miuraensis,,원생동물
원생생물,921,Cassidulina asanoi,,원생동물
원생생물,922,Cassidulina cushmani,,원생동물
원생생물,923,Cassidulina simpsonsbayensis,,원생동물
원생생물,924,Cassidulina limbata,,원생동물
원생생물,925,Cassidulina carinata,,원생동물
원생생물,926,Cassidulina kazusaensis,,원생동물
원생생물,927,Cassidulina laevigata,,원생동물
원생생물,928,Cassidulina sublimbata,,원생동물
원생생물,929,Cassidulina teretis,,원생동물
원생생물,930,Cassidulina translucens,,원생동물
원생생물,931,Cassidulina reniforme,,원생동물
원생생물,932,Islandiella helenae,,원생동물
원생생물,933,Islandiella californica,,원생동물
원생생물,934,Islandiella norcrossi,,원생동물
원생생물,935,Islandiella yabei,,원생동물
원생생물,936,Islandiella japonica,,원생동물
원생생물,937,Cassidulinoides parkeriana,,원생동물
원생생물,938,Cassidulinoides kuwanoi,,원생동물
원생생물,939,Cassidulinoides mexicana,,원생동물
원생생물,940,Globocassidulina parva,,원생동물
원생생물,941,Globocassidulina crassa,,원생동물
원생생물,942,Globocassidulina depressa,,원생동물
원생생물,943,Globocassidulina kattoi,,원생동물
원생생물,944,Globocassidulina oriangulata,,원생동물
원생생물,945,Globocassidulina venustas,,원생동물
원생생물,946,Globocassidulina globosa,,원생동물
원생생물,947,Globocassidulina setanaensis,,원생동물
원생생물,948,Globocassidulina subglobosa,,원생동물
원생생물,949,Takayanagia delicata,,원생동물
원생생물,950,Amphistegina radiata,,원생동물
원생생물,951,Pegidia dubia,,원생동물
원생생물,952,Eggerelloides scaber,,원생동물
원생생물,953,Eggerelloides advenus,,원생동물
원생생물,954,Karrerulina conversa,,원생동물
원생생물,955,Proteonina compressa,,원생동물
원생생물,956,Ammosphaeroidina sphaeroidiniformis,,원생동물
원생생물,957,Recurvoidella bradyi,,원생동물
원생생물,958,Cribrostomoides kosterensis,,원생동물
원생생물,959,Cribrostomoides evoluta,,원생동물
원생생물,960,Cribrostomoides nitida,,원생동물
원생생물,961,Cribrostomoides subglobosus,,원생동물
원생생물,962,Morulaeplecta bulbosa,,원생동물
원생생물,963,Spiroplectammina sagittula,,원생동물
원생생물,964,Spiroplectammina biformis,,원생동물
원생생물,965,Spiroplectammina higuchii,,원생동물
원생생물,966,Spiroplectammina filiformis,,원생동물
원생생물,967,Spiroplectammina henmii,,원생동물
원생생물,968,Spiroplectinella neoserrata,,원생동물
원생생물,969,Tritaxia donghaiensis,,원생동물
원생생물,970,Tritaxia tricarinata,,원생동물
원생생물,971,Ammobaculites cylindricus,,원생동물
원생생물,972,Ammobaculites obliquus,,원생동물
원생생물,973,Ammobaculites cubensis,,원생동물
원생생물,974,Ammobaculites exiguus,,원생동물
원생생물,975,Ammobaculites filiformis,,원생동물
원생생물,976,Ammobaculites agglutinans,,원생동물
원생생물,977,Ammobaculites formosensis,,원생동물
원생생물,978,Ammobaculites yumotoensis,,원생동물
원생생물,979,Ammotium salsum,,원생동물
원생생물,980,Kutsevella labytnnangensis,,원생동물
원생생물,981,Ammomarginulina catenulata,,원생동물
원생생물,982,Ammomarginulina troptunensis,,원생동물
원생생물,983,Spirolocammina tenuis,,원생동물
원생생물,984,Ammoglobigerina pygmaea,,원생동물
원생생물,985,Ammoglobigerina globigeriniformis,,원생동물
원생생물,987,Portatrochammina pacifica,,원생동물
원생생물,988,Polystomammina nitida,,원생동물
원생생물,989,Trochamminopsis xishaensis,,원생동물
원생생물,990,Tritaxis fusca,,원생동물
원생생물,991,Balticammina pseudomacrescens,,원생동물
원생생물,992,Paratrochammina charlottensis,,원생동물
원생생물,993,Paratrochammina simplissima,,원생동물
원생생물,994,Paratrochammina madeirae,,원생동물
원생생물,995,Trochammina japonica,,원생동물
원생생물,996,Trochammina hadai,,원생동물
원생생물,997,Trochammina simplex,,원생동물
원생생물,998,Trochammina inflata,,원생동물
원생생물,999,Jadammina macrescens,,원생동물
원생생물,1000,Deuterammina discorbis,,원생동물
원생생물,1001,Deuterammina rotaliformis,,원생동물
원생생물,1002,Rotaliammina trumbulli,,원생동물
원생생물,1003,Haplophragmoides porrectus,,원생동물
원생생물,1004,Haplophragmoides wilberti,,원생동물
원생생물,1005,Haplophragmoides advena,,원생동물
원생생물,1006,Haplophragmoides taiwanensis,,원생동물
원생생물,1007,Haplophragmoides columbiensis,,원생동물
원생생물,1008,Haplophragmoides renzi,,원생동물
원생생물,1009,Haplophragmoides emaciatia,,원생동물
원생생물,1010,Haplophragmoides manilaensis,,원생동물
원생생물,1011,Haplophragmoides canariensis,,원생동물
원생생물,1012,Haplophragmoides compressus,,원생동물
원생생물,1013,Labrospira columbiensis,,원생동물
원생생물,1014,Labrospira crassimargo,,원생동물
원생생물,1015,Veleroninoides wiesneri,,원생동물
원생생물,1016,Veleroninoides scitulus,,원생동물
원생생물,1017,Buzasina ringens,,원생동물
원생생물,1018,Caronia exilis,,원생동물
원생생물,1019,Caronia silvestrii,,원생동물
원생생물,1020,Remaneica kellettae,,원생동물
원생생물,1021,Falsagglutinella angularis,,원생동물
원생생물,1022,Hormosinella gracilis,,원생동물
원생생물,1023,Hormosinella distans,,원생동물
원생생물,1024,Archimerismus arenaceus,,원생동물
원생생물,1025,Gaudryina niigataensis,,원생동물
원생생물,1026,Gaudryina triangularis,,원생동물
원생생물,1027,Gaudryina karihaensis,,원생동물
원생생물,1028,Gaudryina ogasaensis,,원생동물
원생생물,1029,Gaudryina quadrangularis,,원생동물
원생생물,1030,Gaudryina arenaria,,원생동물
원생생물,1031,Gaudryina yabei,,원생동물
원생생물,1032,Gaudryina matusimai,,원생동물
원생생물,1033,Gaudryina subglabrata,,원생동물
원생생물,1034,Gaudryina robusta,,원생동물
원생생물,1035,Verneuilina tricarinata,,원생동물
원생생물,1036,Gaudryinella japonica,,원생동물
원생생물,1037,Discammina compressa,,원생동물
원생생물,1038,Ammoscalaria pseudospiralis,,원생동물
원생생물,1039,Ammoscalaria compressa,,원생동물
원생생물,1040,Nouria polymorphinoides,,원생동물
원생생물,1041,Nouria armata,,원생동물
원생생물,1042,Nouria foliacea,,원생동물
원생생물,1043,Nouria sinensis,,원생동물
원생생물,1044,Leptohalysis scotti,,원생동물
원생생물,1045,Reophax fusiformis,,원생동물
원생생물,1046,Reophax curtus,,원생동물
원생생물,1047,Reophax paucus,,원생동물
원생생물,1048,Reophax enormis,,원생동물
원생생물,1049,Reophax mankowskii,,원생동물
원생생물,1050,Reophax nana,,원생동물
원생생물,1051,Reophax platyloculus,,원생동물
원생생물,1052,Reophax scorpiurus,,원생동물
원생생물,1053,Reophax excentricus,,원생동물
원생생물,1054,Reophax hempsteadensis,,원생동물
원생생물,1055,Reophax subfusiformis,,원생동물
원생생물,1056,Nodulina dentaliniformis,,원생동물
원생생물,1057,Textulariella barrettii,,원생동물
원생생물,1058,Cyclammina trullissata,,원생동물
원생생물,1059,Cyclammina cancellata,,원생동물
원생생물,1060,Cyclammina hemiammonitiformis,,원생동물
원생생물,1061,Cyclammina pusilla,,원생동물
원생생물,1062,Cyclammina placenta,,원생동물
원생생물,1063,Cyclammina incisa,,원생동물
원생생물,1064,Cyclammina orbicularis,,원생동물
원생생물,1065,Verneuilinulla propinqua,,원생동물
원생생물,1066,Alliatina variabilis,,원생동물
원생생물,1067,Robertina tasmanica,,원생동물
원생생물,1068,Robertinoides bradyi,,원생동물
원생생물,1069,Geminospira simaensis,,원생동물
원생생물,1070,Lamarckina scabra,,원생동물
원생생물,1071,Hoeglundina lucidiformis,,원생동물
원생생물,1072,Hoeglundina elegans,,원생동물
원생생물,1073,Clavulina yabei subsp. akiensis,,원생동물
원생생물,1074,Clavulina tokaiensis,,원생동물
원생생물,1075,Clavulina yabei,,원생동물
원생생물,1076,Goesella schencki,,원생동물
원생생물,1077,Goesella rotundata,,원생동물
원생생물,1078,Cylindroclavulina bradyi,,원생동물
원생생물,1079,Pseudogaudryina pacifica,,원생동물
원생생물,1080,Pseudogaudryina ishikiensis,,원생동물
원생생물,1081,Siphoniferoides siphonifer,,원생동물
원생생물,1082,Pseudoclavulina serventyi,,원생동물
원생생물,1083,Pseudoclavulina juncea,,원생동물
원생생물,1084,Rudigaudryina inepta,,원생동물
원생생물,1085,Martinottiella nodulosa,,원생동물
원생생물,1086,Martinottiella communis,,원생동물
원생생물,1087,Martinottiella bradyana tarukiensis,,원생동물
원생생물,1088,Karreriella bradyi,,원생동물
원생생물,1089,Karreriella siphonella,,원생동물
원생생물,1090,Karreriella baccata var. japonica,,원생동물
원생생물,1091,Eggerella australis,,원생동물
원생생물,1092,Eggerella bradyi,,원생동물
원생생물,1093,Eggerella pusilla,,원생동물
원생생물,1094,Dorothia goesii,,원생동물
원생생물,1095,Bigenerina taiwanica,,원생동물
원생생물,1096,Textularia agglutinans,,원생동물
원생생물,1097,Textularia cuneata,,원생동물
원생생물,1098,Textularia aokii,,원생동물
원생생물,1099,Textularia articulata,,원생동물
원생생물,1100,Textularia candeiana,,원생동물
원생생물,1101,Textularia conica,,원생동물
원생생물,1102,Textularia foliacea,,원생동물
원생생물,1103,Textularia higoensis,,원생동물
원생생물,1104,Textularia mexicana,,원생동물
원생생물,1105,Textularia orbica,,원생동물
원생생물,1106,Textularia paragglutinans,,원생동물
원생생물,1107,Textularia lythostrota,,원생동물
원생생물,1108,Textularia fistula,,원생동물
원생생물,1109,Textularia mariae,,원생동물
원생생물,1110,Textularia pseudogramen,,원생동물
원생생물,1111,Textularia secasensis,,원생동물
원생생물,1112,Textularia semialata,,원생동물
원생생물,1113,Textularia undulatiformis,,원생동물
원생생물,1114,Textularia stricta,,원생동물
원생생물,1115,Textularia earlandi,,원생동물
원생생물,1116,Textularia rugosa,,원생동물
원생생물,1117,Textularia oceanica,,원생동물
원생생물,1118,Sahulia conica,,원생동물
원생생물,1119,Karrerotextularia curta,,원생동물
원생생물,1120,Siphotextularia saulcyana,,원생동물
원생생물,1121,Siphotextularia concava,,원생동물
원생생물,1122,Siphotextularia mestayerae,,원생동물
원생생물,1123,Hippocrepina indivisa,,원생동물
원생생물,1124,Saccammina sphaerica,,원생동물
원생생물,1125,Lagenammina difflugiformis,,원생동물
원생생물,1126,Lagenammina tabulata,,원생동물
원생생물,1127,Lagenammina arenulata,,원생동물
원생생물,1128,Lagenammina bulbosa,,원생동물
원생생물,1129,Lagenammina laguncula,,원생동물
원생생물,1130,Sorosphaera consociata,,원생동물
원생생물,1131,Sorosphaera confusa,,원생동물
원생생물,1132,Pelosina cylindrica,,원생동물
원생생물,1133,Psammatodendron arborescens,,원생동물
원생생물,1134,Rhabdammina abyssorum,,원생동물
원생생물,1135,Bathysiphon alexanderi,,원생동물
원생생물,1136,Bathysiphon californicus,,원생동물
원생생물,1137,Psammosiphonella cylindrica,,원생동물
원생생물,1138,Hyperammina elongata,,원생동물
원생생물,1139,Hyperammina rugosa,,원생동물
원생생물,1140,Hyperammina friabilis,,원생동물
원생생물,1141,Capsammina crassa,,원생동물
원생생물,1142,Planispirillina inaequalis,,원생동물
원생생물,1143,Planispirillina denticulogranulata,,원생동물
원생생물,1144,Glomospira gordialis,,원생동물
원생생물,1145,Ammodiscus minutissimus,,원생동물
원생생물,1146,Ammodiscus incertus,,원생동물
원생생물,1147,Arenoturrispirillina catinus,,원생동물
원생생물,1148,Spirillina vivipara,,원생동물
원생생물,1149,Patellina corrugata,,원생동물
원생생물,1150,Gordiospira fragilis,,원생동물
원생생물,1151,Miliammina lata,,원생동물
원생생물,1152,Miliammina obliqua,,원생동물
원생생물,1153,Miliammina fusca,,원생동물
원생생물,1154,Silicosigmoilina abyssalica,,원생동물
원생생물,1155,Spirosigmoilinella compressa,,원생동물
원생생물,1156,Sinuloculina subsphaeroides,,원생동물
원생생물,1157,Marginopora vertebralis,,원생동물
원생생물,1158,Wiesnerella auriculata,,원생동물
원생생물,1159,Trisegmentina compressa,,원생동물
원생생물,1160,Vertebralina striata,,원생동물
원생생물,1161,Adelosina reticulata,,원생동물
원생생물,1162,Adelosina milletti,,원생동물
원생생물,1163,Adelosina depressa,,원생동물
원생생물,1164,Cribrolinoides curta,,원생동물
원생생물,1165,Pseudohauerina fragilissima,,원생동물
원생생물,1166,Pseudohauerinella orientalis,,원생동물
원생생물,1167,Cornuloculina inconstans,,원생동물
원생생물,1168,Spirophthalmidium tenuiseptatum,,원생동물
원생생물,1169,Edentostomina cultrata,,원생동물
원생생물,1170,Nummulopyrgo paraglobula,,원생동물
원생생물,1171,Spiroloculina antillarum,,원생동물
원생생물,1172,Spiroloculina elevata,,원생동물
원생생물,1173,Spiroloculina cushmani,,원생동물
원생생물,1174,Spiroloculina incisa,,원생동물
원생생물,1175,Spiroloculina tenuimargo,,원생동물
원생생물,1176,Spiroloculina fragilis,,원생동물
원생생물,1177,Spiroloculina subimpressa,,원생동물
원생생물,1178,Spiroloculina angulata,,원생동물
원생생물,1179,Spiroloculina corrugata,,원생동물
원생생물,1180,Spiroloculina elegans,,원생동물
원생생물,1181,Spiroloculina excisa,,원생동물
원생생물,1182,Spiroloculina lucida,,원생동물
원생생물,1183,Spiroloculina rugosa,,원생동물
원생생물,1184,Spiroloculina depressa,,원생동물
원생생물,1185,Spiroloculina albatrossi,,원생동물
원생생물,1186,Spiroloculina communis,,원생동물
원생생물,1187,Spiroloculina excavata,,원생동물
원생생물,1188,Spiroloculina manifesta,,원생동물
원생생물,1189,Inaequalina affixa,,원생동물
원생생물,1190,Nubecularia lucifuga,,원생동물
원생생물,1191,Nodophthalmidium simplex,,원생동물
원생생물,1192,Affinetrina quadrilateralis,,원생동물
원생생물,1193,Cycloforina contorta,,원생동물
원생생물,1194,Cycloforina granulocostata,,원생동물
원생생물,1195,Cycloforina sidebottomi,,원생동물
원생생물,1196,Miliolinella lutea,,원생동물
원생생물,1197,Miliolinella circularis,,원생동물
원생생물,1198,Miliolinella enoplostoma,,원생동물
원생생물,1199,Miliolinella inflata,,원생동물
원생생물,1200,Miliolinella quinquangula,,원생동물
원생생물,1201,Miliolinella subrotunda,,원생동물
원생생물,1202,Miliolinella elongata,,원생동물
원생생물,1203,Miliolinella oceanica,,원생동물
원생생물,1204,Pseudotriloculina rotunda,,원생동물
원생생물,1205,Pseudotriloculina patagonica,,원생동물
원생생물,1206,Triloculina terquemiana,,원생동물
원생생물,1207,Triloculina elongotricarinata,,원생동물
원생생물,1208,Triloculina terquemiana subsp. laevisiformis,,원생동물
원생생물,1209,Triloculina trigonula,,원생동물
원생생물,1210,Triloculina tricarinata,,원생동물
원생생물,1211,Triloculina anceps,,원생동물
원생생물,1212,Triloculina oblonga,,원생동물
원생생물,1213,Triloculina ornata,,원생동물
원생생물,1214,Triloculina sommeri,,원생동물
원생생물,1215,Triloculina suttuensis,,원생동물
원생생물,1216,Triloculinella pseudooblonga,,원생동물
원생생물,1217,Triloculinella sublineata,,원생동물
원생생물,1218,Pyrgo oblonga,,원생동물
원생생물,1219,Pyrgo elongata,,원생동물
원생생물,1220,Pyrgo sarsi,,원생동물
원생생물,1221,Pyrgo inornata,,원생동물
원생생물,1222,Pyrgo laevis,,원생동물
원생생물,1223,Pyrgo phlegeri,,원생동물
원생생물,1224,Pyrgo subsphaerica,,원생동물
원생생물,1225,Pyrgo ezo,,원생동물
원생생물,1226,Pyrgo cheongi,,원생동물
원생생물,1227,Pyrgo clypeata,,원생동물
원생생물,1228,Pyrgo depressa,,원생동물
원생생물,1229,Pyrgo murrhina,,원생동물
원생생물,1230,Pyrgo ringens,,원생동물
원생생물,1231,Pyrgo williamsoni,,원생동물
원생생물,1232,Pyrgo yabei,,원생동물
원생생물,1233,Pyrgoella irregularis,,원생동물
원생생물,1234,Spiroglutina asperula,,원생동물
원생생물,1235,Spirosigmoilina tenuis,,원생동물
원생생물,1236,Siphonaperta dilatata,,원생동물
원생생물,1237,Siphonaperta wiesneri,,원생동물
원생생물,1238,Siphonaperta agglutinata,,원생동물
원생생물,1239,Siphonaperta arenata,,원생동물
원생생물,1240,Siphonaperta aspera,,원생동물
원생생물,1241,Siphonaperta distorqueata,,원생동물
원생생물,1242,Siphonaperta inculta,,원생동물
원생생물,1243,Siphonaperta macbeathi,,원생동물
원생생물,1244,Siphonaperta sabulosa,,원생동물
원생생물,1245,Sigmoilopsis elliptica,,원생동물
원생생물,1246,Sigmoilopsis minuta,,원생동물
원생생물,1247,Sigmoilopsis schlumbergeri,,원생동물
원생생물,1248,Sigmoilopsis moyi,,원생동물
원생생물,1249,Flintinoides labiosa,,원생동물
원생생물,1250,Sigmoilina victoriensis,,원생동물
원생생물,1251,Sigmoilina sigmoidea,,원생동물
원생생물,1252,Sigmopyrgo vespertilio,,원생동물
원생생물,1253,Ammomassilina alveoliniformis,,원생동물
원생생물,1254,Massilina laevigata,,원생동물
원생생물,1255,Massilina secans,,원생동물
원생생물,1256,Biloculinella cowlitzensis,,원생동물
원생생물,1257,Cruciloculina asanoi,,원생동물
원생생물,1258,Pseudoflintina crassatina,,원생동물
원생생물,1259,Pseudolachlanella slitella,,원생동물
원생생물,1260,Proemassilina arenaria,,원생동물
원생생물,1261,Schlumbergerina alveoliniformis,,원생동물
원생생물,1262,Schlumbergerina occidentalis,,원생동물
원생생물,1263,Quinqueloculina impressa,,원생동물
원생생물,1264,Quinqueloculina tropicalis,,원생동물
원생생물,1265,Quinqueloculina differens,,원생동물
원생생물,1266,Quinqueloculina rotunda,,원생동물
원생생물,1267,Quinqueloculina inaequalis,,원생동물
원생생물,1268,Quinqueloculina polygona,,원생동물
원생생물,1269,Quinqueloculina subagglutinata,,원생동물
원생생물,1270,Quinqueloculina stalkeri,,원생동물
원생생물,1271,Quinqueloculina reticulata,,원생동물
원생생물,1272,Quinqueloculina subcuneata,,원생동물
원생생물,1273,Quinqueloculina hasimotoi,,원생동물
원생생물,1274,Quinqueloculina anguina,,원생동물
원생생물,1275,Quinqueloculina aspera,,원생동물
원생생물,1276,Quinqueloculina bicostata,,원생동물
원생생물,1277,Quinqueloculina elongata,,원생동물
원생생물,1278,Quinqueloculina parvaggluta,,원생동물
원생생물,1279,Quinqueloculina seminulangulata,,원생동물
원생생물,1280,Quinqueloculina latidentella,,원생동물
원생생물,1281,Quinqueloculina oblonga,,원생동물
원생생물,1282,Quinqueloculina sagamiensis,,원생동물
원생생물,1283,Quinqueloculina seminula,,원생동물
원생생물,1284,Quinqueloculina tenagos,,원생동물
원생생물,1285,Quinqueloculina akneriana,,원생동물
원생생물,1286,Quinqueloculina bicostoides,,원생동물
원생생물,1287,Quinqueloculina crassa,,원생동물
원생생물,1288,Quinqueloculina tikutoensis,,원생동물
원생생물,1289,Quinqueloculina venusta,,원생동물
원생생물,1290,Quinqueloculina vulgaris,,원생동물
원생생물,1291,Quinqueloculina agglutinans,,원생동물
원생생물,1292,Quinqueloculina costata,,원생동물
원생생물,1293,Quinqueloculina inchonensis,,원생동물
원생생물,1294,Quinqueloculina lamarckiana,,원생동물
원생생물,1295,Quinqueloculina fukushimaensis,,원생동물
원생생물,1296,Quinqueloculina sawanensis,,원생동물
원생생물,1297,Quinqueloculina yabei,,원생동물
원생생물,1298,Quinqueloculina laevigata,,원생동물
원생생물,1299,Cornuspira involvens,,원생동물
원생생물,1300,Cornuspira foliacea,,원생동물
원생생물,1301,Cornuspira planorbis,,원생동물
원생생물,1302,Cornuspira lajollaensis,,원생동물
원생생물,1303,Cornuspira subinvolvens,,원생동물
원생생물,1304,Ammolagena clavata,,원생동물
원생생물,1305,Pseudodifflugia gracilis,,원생동물
원생생물,1306,Involutina pacifica,,원생동물
원생생물,1307,Lenticulina rotulata,,원생동물
원생생물,1308,Lenticulina sagamiensis,,원생동물
원생생물,1309,Lenticulina depressa,,원생동물
원생생물,1310,Lenticulina pliocaena,,원생동물
원생생물,1311,Lenticulina tasmanica,,원생동물
원생생물,1312,Lenticulina vortex,,원생동물
원생생물,1313,Lenticulina calcar,,원생동물
원생생물,1314,Lenticulina gibba,,원생동물
원생생물,1315,Lenticulina inornata,,원생동물
원생생물,1316,Lenticulina iota,,원생동물
원생생물,1317,Lenticulina kamakuraensis,,원생동물
원생생물,1318,Lenticulina nikobarensis,,원생동물
원생생물,1319,Lenticulina pseudorotulata,,원생동물
원생생물,1320,Lenticulina suborbicularis,,원생동물
원생생물,1321,Lenticulina torrida,,원생동물
원생생물,1322,Lenticulina orbicularis,,원생동물
원생생물,1323,Lenticulina limbosa,,원생동물
원생생물,1324,Lenticulina submamilligera,,원생동물
원생생물,1325,Lenticulina kotiensis,,원생동물
원생생물,1326,Lenticulina tumida,,원생동물
원생생물,1327,Lenticulina nitida,,원생동물
원생생물,1328,Lenticulina cultrata,,원생동물
원생생물,1329,Lenticulina lucida,,원생동물
원생생물,1330,Lenticulina convergens,,원생동물
원생생물,1331,Lenticulina calcar subsp. hyunghaensis,,원생동물
원생생물,1332,Marginulinopsis bradyi,,원생동물
원생생물,1333,Spincterules anaglyptus,,원생동물
원생생물,1334,Spincterules costatus,,원생동물
원생생물,1335,Saracenaria angularis,,원생동물
원생생물,1336,Saracenaria altifrons,,원생동물
원생생물,1337,Saracenaria latifrons,,원생동물
원생생물,1338,Saracenaria italica,,원생동물
원생생물,1339,Saracenaria hannoverana,,원생동물
원생생물,1340,Marginulina advena,,원생동물
원생생물,1341,Marginulina similis,,원생동물
원생생물,1342,Astacolus insolitus,,원생동물
원생생물,1343,Amphicoryna sagamiensis,,원생동물
원생생물,1344,Amphicoryna scalaris,,원생동물
원생생물,1345,Amphicoryna separans,,원생동물
원생생물,1346,Amphicoryna hirsuta f. sublineata,,원생동물
원생생물,1347,Amphicoryna hirsuta,,원생동물
원생생물,1348,Amphicoryna proxima,,원생동물
원생생물,1349,Vaginulinopsis hauerina,,원생동물
원생생물,1350,Vaginulinopsis reniformis,,원생동물
원생생물,1351,Vaginulinopsis sublegumen,,원생동물
원생생물,1352,Vaginulina boso,,원생동물
원생생물,1353,Vaginulina vertebralis,,원생동물
원생생물,1354,Planularia planulata,,원생동물
