internalId,koreanName,scientificName,attemptCount,category,lastError,lastAttemptAt
BM-SPECIES-006084,갯강구,Ligia exotica,3,multiple_candidates,"매칭 실패: 학명검색(검색 결과 0건) → 국명재검색도 실패(검색결과 2건, 학명 정확 일치 없음 — 수동 검토 필요)",2026-08-03T10:16:13.408945+00:00
