"sourceId","internalId","koreanName","scientificName","marineClass","proposedMarineClass","readiness","identityConfidence","sourceProvider","sourceSheet","sourceRow","phylum","class","order","family","genus","reviewReasons","productRelevance"
"MBRIS:무척추동물:3","BM-SPECIES-001555","꼬마말발조개","Axinopsida subquadrata","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","3","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Thyasiridae Dall, 1900 (1895)","Axinopsida Keen & Chavan, 1951","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:4","BM-SPECIES-001556","곧은줄꽃잎조개","Liralucina plicatula","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","4","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Liralucina Glover & J. D. Taylor, 2007","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:5","BM-SPECIES-001557","보름달꽃잎조개","Pseudolucinisca japonica","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","5","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Pseudolucinisca Chavan, 1959","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:6","BM-SPECIES-001558","둥근달꽃잎조개","Ctena bella","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","6","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Ctena Mörch, 1861","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:7","BM-SPECIES-001559","쌍가르마꽃잎조개","Divalucina soyoae","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","7","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Divalucina Iredale, 1936","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:8","BM-SPECIES-001560","잔주름꽃잎조개","Chavania striata","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","8","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Chavania Glover & J.D. Taylor, 2001","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:9","BM-SPECIES-001561","요시다꽃잎조개","Lucinoma yoshidai","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","9","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Lucinoma Dall, 1901","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:10","BM-SPECIES-001562","둥근고리꽃잎조개","Lucinoma soliditesta","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","10","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Lucinoma Dall, 1901","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:11","BM-SPECIES-001563","둥근말발조개","Leucosphaera oyamai","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","11","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Leucosphaera J.D. Taylor & Glover, 2005","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:12","BM-SPECIES-001564","매화꽃잎조개","Pillucina pisidium","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","12","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Pillucina Pilsbry, 1921","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:13","BM-SPECIES-001565","앞뒤줄매화꽃잎조개","Pillucina neglecta","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","13","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Pillucina Pilsbry, 1921","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:14","BM-SPECIES-001566","주름공조개","Pegophysema bialata","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","14","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Pegophysema R. B. Stewart, 1930","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:15","BM-SPECIES-001567","그물꽃잎조개","Myrtea reticulata","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","15","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Myrtea W. Turton, 1822","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:16","BM-SPECIES-001568","비나스꽃잎조개","Myrtea delicatula","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","16","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Myrtea W. Turton, 1822","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:17","BM-SPECIES-001569","네모꽃잎조개","Alucinoma soyoae","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","17","Mollusca","Bivalvia Linnaeus, 1758","Lucinida Gray, 1854","Lucinidae J. Fleming, 1828","Alucinoma T. Habe, 1958","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:18","BM-SPECIES-001570","작은잔등줄조개","Astarte crenata","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","18","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Astartidae A. d'Orbigny, 1844 (1840)","Astarte J. Sowerby, 1816","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:19","BM-SPECIES-001571","작은등줄조개","Astarte esquimalti","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","19","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Astartidae A. d'Orbigny, 1844 (1840)","Astarte J. Sowerby, 1816","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:20","BM-SPECIES-001572","꼬마깜장등줄조개","Astarte vernicosa","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","20","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Astartidae A. d'Orbigny, 1844 (1840)","Astarte J. Sowerby, 1816","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:21","BM-SPECIES-001573","등줄조개","Astarte alaskensis","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","21","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Astartidae A. d'Orbigny, 1844 (1840)","Astarte J. Sowerby, 1816","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:22","BM-SPECIES-001574","등줄조개","Tridonta elliptica","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","22","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Astartidae A. d'Orbigny, 1844 (1840)","Tridonta Schumacher, 1817","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:23","BM-SPECIES-001575","잔등줄조개","Tridonta borealis","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","23","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Astartidae A. d'Orbigny, 1844 (1840)","Tridonta Schumacher, 1817","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:24","BM-SPECIES-001576","꼬마잔이랑조개","Indocrassatella oblongata","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","24","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Crassatellidae A. Férussac, 1822","Indocrassatella Chavan, 1952","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:25","BM-SPECIES-001577","붉은무늬잔이랑조개","Talabrica sagamiensis","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","25","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Crassatellidae A. Férussac, 1822","Talabrica Iredale, 1924","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:26","BM-SPECIES-001578","갈색잔이랑조개","Nipponocrassatella adamsi","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","26","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Crassatellidae A. Férussac, 1822","Nipponocrassatella Kuroda & T. Habe, 1971","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:27","BM-SPECIES-001579","그물참조개","Nipponocrassatella nana","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","27","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Crassatellidae A. Férussac, 1822","Nipponocrassatella Kuroda & T. Habe, 1971","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:28","BM-SPECIES-001580","뾰족머리이랑조개","Miodontiscus prolongatus","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","28","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Carditidae A. Férussac, 1822","Miodontiscus Dall, 1903","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:29","BM-SPECIES-001581","작은이랑조개","Pleuromeris pygmaea","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","29","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Carditidae A. Férussac, 1822","Pleuromeris Conrad, 1867","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:30","BM-SPECIES-001582","동해이랑조개","Megacardita koreana","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","30","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Carditidae A. Férussac, 1822","Megacardita Sacco, 1899","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:31","BM-SPECIES-001583","큰고랑조개","Megacardita coreensis","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","31","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Carditidae A. Férussac, 1822","Megacardita Sacco, 1899","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:32","BM-SPECIES-001584","갈색고랑조개","Megacardita ferruginosa","BIVALVE","BIVALVE","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","32","Mollusca","Bivalvia Linnaeus, 1758","Carditida Dall, 1889","Carditidae A. Férussac, 1822","Megacardita Sacco, 1899","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:33","BM-SPECIES-001585","컵산호갯민숭이","Tenellia melanobrachia","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","33","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Trinchesiidae F. Nordsieck, 1972","Tenellia A. Costa, 1866","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:34","BM-SPECIES-001586","별무리갯민숭이","Tenellia zvezda","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","34","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Trinchesiidae F. Nordsieck, 1972","Tenellia A. Costa, 1866","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:35","BM-SPECIES-001587","불꽃도롱이갯민숭이","Trinchesia sibogae","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","35","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Trinchesiidae F. Nordsieck, 1972","Trinchesia Ihering, 1879","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:36","BM-SPECIES-001588","장식도롱이갯민숭이","Trinchesia ornata","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","36","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Trinchesiidae F. Nordsieck, 1972","Trinchesia Ihering, 1879","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:37","BM-SPECIES-001589","까미갯민숭이","Cuthonella georgstelleri","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","37","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Cuthonellidae M. C. Miller, 1977","Cuthonella Bergh, 1884","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:38","BM-SPECIES-001590","빗살갯민숭이","Apata pricei","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","38","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Apataidae Korshunova, Martynov, Bakken, Evertsen, Fletcher, Mudianta, Saito, Lundin, Schrödl & Picton, 2017","Apata Korshunova, Martynov, Bakken, Evertsen, Fletcher, Mudianta, Saito, Lundin, Schrödl & Picton, 2017","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:39","BM-SPECIES-001591","흰점박이도롱이갯민숭이","Occidenthella athadona","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","39","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Coryphellidae Bergh, 1889","Occidenthella Korshunova, Martynov, Bakken, Evertsen, Fletcher, Mudianta, H. Saito, Lundin, Schrödl & Picton, 2017","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:40","BM-SPECIES-001592","민무늬흰점박이도롱이갯민숭이","Microchlamylla amabilis","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","40","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Coryphellidae Bergh, 1889","Microchlamylla Korshunova, Martynov, Bakken, Evertsen, Fletcher, Mudianta, H. Saito, Lundin, Schrödl & Picton, 2017","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:41","BM-SPECIES-001593","흰점박이도롱이갯민숭이","Coryphella athadona","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","41","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Coryphellidae Bergh, 1889","Coryphella Gray, 1850","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:42","BM-SPECIES-001594","민무늬흰점박이도롱이갯민숭이","Coryphella amabilis","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","42","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Coryphellidae Bergh, 1889","Coryphella Gray, 1850","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:43","BM-SPECIES-001595","꼬마노랑갯민숭달팽이","Cadlinella subornatissima","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","43","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Cadlinellidae","Cadlinella","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:44","BM-SPECIES-001596","붉은융단갯민숭달팽이","Rostanga bifurcata","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","44","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Discodorididae","Rostanga Bergh, 1879","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:45","BM-SPECIES-001597","반점융단갯민숭달팽이","Diaulula sandiegensis","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","45","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Discodorididae","Diaulula","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
"MBRIS:무척추동물:46","BM-SPECIES-001598","꼬마비로드갯민숭달팽이","Jorunna parva","GASTROPOD","GASTROPOD","MARINE_ORGANISM_READY","1","MBRIS","무척추동물","46","Mollusca","Gastropoda Cuvier, 1795","Nudibranchia","Discodorididae","Jorunna","[]","{""seafoodEncyclopedia"":""REVIEW_REQUIRED"",""fishingTarget"":""REVIEW_REQUIRED"",""baitSpecies"":""REVIEW_REQUIRED"",""shellfish"":""CATEGORY_CANDIDATE"",""crustacean"":""NO"",""cephalopod"":""NO"",""marineBiodiversityReference"":true}"
