일련번호,최대승객수,최대선원수,출입항명,낚시어선영업구역명,낚시어선영업장소명,영업장소특수주소
350,4,1,왕포항,전라북도  연안일원,,
351,7,1,위도항 격포항,전라북도  연안일원,,
352,4,1,대리항,전라북도  연안일원,,
353,17,1,위도항,전라북도  연안일원,,
354,7,1,가력도항,전라북도  연안일원,,
355,4,1,위도항,전라북도  연안일원,,
356,4,1,위도항,전라북도  연안일원,전라북도 부안군 위도면,
357,15,1,격포항,전라북도  연안일원,전라북도 부안군 변산면 격포리 격포항,격포항
358,12,1,위도항,전라북도  연안일원,전라북도 부안군 위도면 위도항,위도항
359,11,1,가력항,전라북도  연안일원,,
360,17,1,위도항,전라북도  연안일원,전라북도 부안군 위도면 위도항,위도항
361,7,1,,전라북도  연안일원,전라북도 부안군 위도면 위도항,위도항
362,9,1,"격포항,위도항",전라북도  연안일원,,
363,11,1,"위도항,격포항",전라북도  연안일원,전라북도 부안군 위도면 위도항,위도항
364,14,1,"위도항,격포항",전라북도  연안일원,전라북도 부안군 위도면 위도항,위도항
365,4,1,모항,전라북도  연안일원,,
366,15,1,위도항,전라북도  연안일원,,
367,18,1,격포항,전라북도  연안일원,,
368,10,1,격포항,전라북도  연안일원,,
369,14,1,격포항,전라북도  연안일원,,
370,11,1,,전라북도  연안일원,,
371,9,1,,전라북도  연안일원,,
372,17,1,,전라북도  연안일원,,
373,4,1,왕포항,전라북도  연안일원,,
374,11,1,격포항,전라북도  연안일원,,
375,5,1,격포항,전라북도  연안일원,,
376,4,1,격포항,전라북도  연안일원,,
377,8,1,위도항,전라북도  연안일원,,
378,8,1,격포항,전라북도  연안일원,,
379,3,1,왕포항,전라북도  연안일원,,
380,4,1,위도항,전라북도  연안일원,전라북도 부안군 위도면 위도항,위도항
381,4,1,왕포항,전라북도  연안일원,전라북도 부안군 진서면 왕포항,왕포항
382,5,1,벌금항,전라북도  연안일원,,
383,4,1,모항,전라북도  연안일원,,
384,4,1,벌금항,전라북도  연안일원,,
385,11,1,벌금항,전라북도  연안일원,전라북도 부안군 위도면 벌금항,벌금항
386,5,1,모항,전라북도  연안일원,,
387,18,1,위도항 격포항,전라북도  연안일원,,
388,4,1,,전라북도  연안일원,,
389,4,1,변산면,전라북도  연안일원,,
390,7,1,위도면,전라북도  연안일원,,
391,17,1,,전라북도  연안일원,,
392,1,5,격포항,전라북도  연안일원,전라북도 부안군 변산면 격포리,
2527,0,0,,,,
393,7,1,변산면,전라북도  연안일원,,
394,12,1,변산면,전라북도  연안일원,,
395,11,1,변산면,전라북도  연안일원,,
396,13,1,위도면,전라북도  연안일원,,
397,7,1,위도면,전라북도  연안일원,,
398,7,1,위도면,전라북도  연안일원,,
399,4,1,,전라북도  연안일원,,
400,14,1,,전라북도  연안일원,,
401,4,1,위도면,전라북도  연안일원,,
402,11,1,"위도항, 격포항",전라북도  연안일원,,
403,17,1,변산면,전라북도  연안일원,,
404,17,1,"위도항, 격포항",전라북도  연안일원,,
405,15,1,변산면,전라북도  연안일원,,
406,17,1,"위도항, 격포항",전라북도  연안일원,,
407,20,2,,,,
408,17,1,위도면,전라북도  연안일원,,
409,7,1,변산면 격포항,전라북도  연안일원,,
410,17,1,위도항,전라북도  연안일원,,
411,15,1,위도항,전라북도  연안일원,,
412,7,1,위도항,전라북도  연안일원,,
413,14,1,위도항,전라북도  연안일원,,
414,11,1,변산면,전라북도  연안일원,,
415,15,1,변산면,전라북도  연안일원,,
416,13,1,위도항,전라북도  연안일원,,
417,17,1,위도항,전라북도  연안일원,,
418,16,1,위도항,전라북도  연안일원,,
419,18,1,위도항,전라북도  연안일원,,
420,10,1,,전라북도  연안일원,,
421,15,1,격포항,전라북도  연안일원,,
422,15,1,격포항,전라북도  연안일원,,
423,5,1,위도항,전라북도  연안일원,,
424,12,1,격포항,전라북도  연안일원,,
425,17,1,격포항,전라북도  연안일원,,
426,3,1,왕포항,전라북도  연안일원,,
427,11,1,격포항,전라북도  연안일원,,
428,4,1,모항항,전라북도  연안일원,,
429,4,1,위도항,전라북도  연안일원,,
430,4,1,왕포항,전라북도  연안일원,,
431,14,1,격포항,전라북도  연안일원,,
432,7,1,위도항,전라북도  연안일원,,
433,5,1,위도항,전라북도  연안일원,,
434,14,1,격포항,전라북도  연안일원,전라북도 부안군 변산면,
435,11,1,격포항,전라북도  연안일원,전라북도 부안군 변산면,
436,8,1,"위도항,격포항",전라북도  연안일원,전라북도 부안군 위도면,
437,10,1,격포항,전라북도  연안일원,전라북도 부안군 변산면 (격포항),
438,5,1,작당항,전라북도  연안일원,전라북도 부안군 진서면 (작당항),
439,15,1,격포항,전라북도  연안일원,전라북도 부안군 변산면 (격포항),
440,17,1,"격포항,위도항",전라북도연안일원(후면참조),,
441,15,1,"격포항,위도항",전라북도연안일원(후면참조),,
442,7,1,"격포항,위도항",전라북도 연안일원(후면참조),,
443,17,1,"격포항,위도항",전라북도연안일원(후면참조),,
444,16,1,"격포항,위도항",전라북도연안일원(후면참조),,
445,7,1,"격포항,위도항",전라북도연안일원(후면참조),,
446,17,1,"격포항,위도항",전라북도연안일원(후면참조),,
447,8,1,가력항,전라북도연안일원(후면참조),전라북도 부안군 변산면 (가력항),
448,11,1,가력도항,전라북도연안일원(후면참조),전라북도 부안군 변산면 (가력항),
449,17,1,"격포항,위도항",전라북도연안일원(후면참조),,
450,9,1,위도면,전라북도  연안일원,,
451,4,1,진서면,전라북도  연안일원,,
452,8,1,위도면,전라북도  연안일원,,
453,17,1,위도면,전라북도  연안일원,,
454,4,1,진서면,전라북도  연안일원,,
455,8,1,변산면,전라북도  연안일원,,
456,11,1,변산면,전라북도  연안일원,,
457,10,1,변산면,전라북도  연안일원,,
458,3,1,진서면(왕포항),전라북도  연안일원,,
459,4,1,변산면,전라북도  연안일원,,
460,14,1,위도항,전라북도  연안일원,,
461,11,1,,전라북도  연안일원,,
462,14,1,격포항,전라북도  연안일원,,
463,17,1,위도항,전라북도  연안일원,,
464,17,1,벌금항,전라북도  연안일원,,
465,7,1,위도항,전라북도  연안일원,,
466,3,1,격포항,전라북도  연안일원,,
467,8,1,위도항,전라북도  연안일원,,
468,9,1,위도항,전라북도  연안일원,,
469,11,1,위도항,전라북도  연안일원,,
470,15,1,위도항,전라북도  연안일원,,
471,7,1,변산면,전라북도  연안일원,,
472,11,1,,전라북도  연안일원,,
473,10,1,격포항,전라북도  연안일원,,
474,21,1,격포항,전라북도  연안일원,,
475,21,1,격포항,전라북도  연안일원,,
476,15,1,격포항,전라북도  연안일원,,
477,20,2,격포항,전라북도  연안일원,전라북도 부안군 변산면 격포리,
478,12,1,"위도항, 격포항",전라북도  연안일원,전라북도 부안군 변산면 격포리,
479,14,1,,전라북도  연안일원,,
480,4,1,변산면 모항,전라북도  연안일원,,
481,12,1,,전라북도  연안일원,,
482,8,1,,전라북도  연안일원,,
483,15,1,부안군 변산면,전라북도  연안일원,,
484,21,1,,전라북도  연안일원,,
485,21,1,,전라북도  연안일원,,
486,15,1,,전라북도  연안일원,,
487,10,1,,전라북도  연안일원,,
488,15,1,,전라북도  연안일원,,
489,10,1,가력도항,전라북도  연안일원,,
490,18,1,위도항,전라북도  연안일원,,
491,11,1,가력도항,전라북도  연안일원,,
492,17,1,위도면 벌금항,전라북도  연안일원,,
493,10,1,격포항,전라북도  연안일원,,
494,18,1,격포항,전라북도  연안일원,,
495,9,1,변산면,전라북도  연안일원,,
496,15,1,변산면 격포항,전라북도  연안일원,,
497,10,1,격포항,전라북도  연안일원,,
498,17,1,위도면,전라북도  연안일원,,
499,15,1,위도면,전라북도  연안일원,,
500,11,1,변산면,전라북도  연안일원,,
501,5,1,위도면,전라북도  연안일원,,
502,7,1,위도면,전라북도  연안일원,,
503,15,1,위도면,전라북도  연안일원,,
504,7,1,위도면,전라북도  연안일원,,
505,14,1,위도면,전라북도  연안일원,,
506,14,1,위도면,전라북도  연안일원,,
507,17,1,위도면,전라북도  연안일원,,
508,17,1,위도면,전라북도  연안일원,,
509,17,1,"위도항, 격포항",전라북도  연안일원,,
510,17,1,위도면,전라북도  연안일원,,
511,10,1,가력도항,전라북도 연안일원(후면참조),전라북도 부안군 변산면 (가력항),
512,5,1,모항,전라북도  연안일원,전라북도 부안군 변산면 (모항),
513,4,1,왕포항,전라북도  연안일원,전라북도 부안군 진서면 (왕포항),
514,10,1,"위도항,격포항",전라북도  연안일원,"전라북도 부안군 위도면 (위도항,격포항)",
515,4,1,왕포항,전라북도  연안일원,전라북도 부안군 진서면 (왕포항),
516,11,1,격포항,전라북도  연안일원,전라북도 부안군 변산면 (격포항),
517,5,1,대리항,전라북도  연안일원,전라북도 부안군 위도면 (대리항),
518,3,1,,전남,,
519,6,1,일로읍,어업허가수역 내,무안군해역 일원,
520,4,1,46840370,전남연해일원,무안군해역,
521,,,,전남,,
522,,,4684025300,전남,전남 무안군,
523,3,1,운남면,전남,무안군 운남면,
524,3,1,운남면,전남,무안군 운남면,
525,2,1,46840370,무안군,무안군 운남면,
526,3,1,현경면,관할 선적항으로부터 3마일이내,무안군 현경면 홀통대행신고소,
527,3,1,운남면,관할 선적항으로부터 3마일이내,운남면 성내리 도원선착장,
528,4,1,운남면,관할 선적항으로부터 3마일이내,운남면 성내리 도원선착장,
529,7,1,무안군 해제면,전라남도  연안일원,전라남도 무안군 해제면 용학리 마실선착장,
530,4,1,현경면 홀통항,전라남도  연안일원,전라남도 무안군 현경면 오류리 홀통항,
531,3,1,망운면 조금나루선착장,전라남도  연안일원,전라남도 무안군 망운면 송현리 조금나루선착장,
532,5,1,현경면 오류리 홀통항,전라남도  연안일원,전라남도 무안군 현경면 오류리 홀통항,
533,6,1,운남면 남촌선착장,전라남도  연안일원,전라남도 무안군 운남면 성내리 남촌선착장,
534,3,1,망운면 조금나루 선착장,전라남도  연안일원,전라남도 무안군 망운면 송현리 조금나루 선착장,
535,3,1,망운면 톱머리선착장,전라남도  연안일원,전라남도 무안군 망운면 피서리 톱머리선착장,
536,4,1,운남면 성내리 도원항,전라남도  연안일원,전라남도 무안군 운남면 성내리 도원항,
537,5,1,망운면 피서리 톱머리항,전라남도  연안일원,전라남도 무안군 망운면 피서리 톱머리항,
538,4,1,현경면 오류리 홀통항,전라남도  연안일원,전라남도 무안군 현경면 오류리 홀통항,
539,7,1,현경면 오류리 홀통항,전라남도  연안일원,전라남도 무안군 현경면 현경면 오류리 홀통항,
540,11,1,무안군 현경면 오류리 홀통항,전라남도 연안일원,전라남도 무안군 현경면 오류리 홀통항,
541,11,1,무안군 현경면 오류리 홀통항,전라남도  연안일원,전라남도 무안군 현경면 오류리 홀통항,
542,6,1,해제면 송석리 도리포항,전라남도  연안일원,전라남도 무안군 해제면 송석리 도리포항,
543,7,1,망운면 송현항,전라남도  연안일원,전라남도 무안군 망운면 송현리,
599,11,1,변산면,,,
544,14,1,격포항,전라북도  연안일원,전라북도 부안군 변산면 (격포항),
545,8,1,"위도항,격포항",전라북도연안일원(후면참조),"전라북도 부안군 위도면 (격포항,위도항)",
546,11,1,격포항,전라북도연안일원(후면참조),전라북도 부안군 변산면 (격포항),
547,17,1,"격포항,위도항",전라북도연안일원(후면참조),"전라북도 부안군 변산면 (격포항,위도항)",
548,9,1,"(위도항,격포항)",전라북도연안일원(후면참조,"전라북도 부안군 위도면 (위도항,격포항)",
549,6,1,모항항,전라북도연안일원(후면참조),전라북도 부안군 변산면 (모항항),
